0.662	0	0	0	0
0.664	0	0	0	0
0.666	0	3	1	3
0.668	0	3	1	1
0.67	0	0	0	0
0.672	0	2	3	1
0.674	0	1	1	1
0.676	1	5	0	1
0.678	0	0	1	1
0.68	0	1	1	0
0.682	0	1	1	0
0.684	0	2	2	2
0.686	0	2	0	1
0.688	2	1	2	5
0.69	0	2	2	1
0.692	1	1	0	1
0.694	2	1	0	1
0.696	1	1	0	0
0.698	0	3	0	4
0.7	1	2	1	3
0.702	1	4	0	2
0.704	1	1	1	1
0.706	1	2	0	1
0.708	0	2	1	3
0.71	0	4	1	1
0.712	0	1	0	1
0.714	0	1	0	1
0.716	0	1	0	1
0.718	0	1	0	4
0.72	0	0	0	3
0.722	0	3	0	4
0.724	0	1	1	1
0.726	0	2	0	2
0.728	0	2	1	0
0.73	1	1	0	1
0.732	0	2	0	2
0.734	1	1	0	2
0.736	0	1	0	0
0.738	0	0	0	2
0.74	1	1	0	0
0.742	1	3	1	1
0.744	0	7	0	1
0.746	0	4	3	0
0.748	2	2	2	1
0.75	1	1	1	3
0.752	0	2	0	1
0.754	0	3	1	1
0.756	0	2	1	2
0.758	0	4	0	1
0.76	0	1	0	0
0.762	1	1	1	0
0.764	1	5	0	0
0.766	1	3	0	0
0.768	0	1	1	1
0.77	0	0	1	3
0.772	0	1	1	0
0.774	0	1	0	4
0.776	0	2	1	2
0.778	0	2	2	0
0.78	0	0	1	2
0.782	0	1	1	0
0.784	1	2	1	1
0.786	0	3	0	0
0.788	1	4	2	0
0.79	0	1	1	1
0.792	0	2	2	2
0.794	0	3	0	0
0.796	0	2	1	0
0.798	1	2	0	0
0.8	2	2	0	0
0.802	0	1	0	4
0.804	0	1	1	1
0.806	0	2	0	0
0.808	0	1	0	1
0.81	1	1	0	0
0.812	1	0	0	1
0.814	0	1	0	1
0.816	1	1	1	3
0.818	0	2	0	3
0.82	0	3	0	1
0.822	1	1	0	2
0.824	0	0	1	1
0.826	1	0	0	0
0.828	0	2	3	0
0.83	0	1	0	1
0.832	0	0	0	2
0.834	0	1	1	2
0.836	2	4	0	2
0.838	1	5	0	3
0.84	0	2	1	1
0.842	1	2	1	1
0.844	1	0	1	0
0.846	0	2	0	1
0.848	2	3	1	1
0.85	0	1	0	3
0.852	0	1	2	2
0.854	0	2	0	0
0.856	0	2	0	2
0.858	1	0	1	2
0.86	1	2	1	1
0.862	0	2	1	2
0.864	0	3	1	1
0.866	1	0	0	1
0.868	1	3	0	2
0.87	0	1	0	1
0.872	1	2	1	2
0.874	0	2	1	3
0.876	0	3	1	1
0.878	0	1	0	1
0.88	1	1	2	0
0.882	0	0	0	1
0.884	1	1	0	1
0.886	0	1	0	2
0.888	0	1	3	3
0.89	0	2	1	0
0.892	0	3	0	1
0.894	0	0	1	3
0.896	2	3	0	0
0.898	0	2	1	1
0.9	0	1	0	2
0.902	1	1	0	3
0.904	2	0	0	0
0.906	1	1	0	1
0.908	1	5	1	1
0.91	1	1	0	2
0.912	2	6	0	0
0.914	0	2	0	0
0.916	0	1	1	3
0.918	1	3	1	0
0.92	1	2	0	3
0.922	0	0	0	1
0.924	0	0	0	2
0.926	1	1	0	1
0.928	0	0	0	2
0.93	1	0	1	1
0.932	0	3	1	6
0.934	0	1	0	2
0.936	0	1	0	1
0.938	2	1	3	2
0.94	0	2	1	2
0.942	0	0	0	1
0.944	0	2	0	0
0.946	0	0	1	2
0.948	1	1	1	1
0.95	1	2	2	2
0.952	0	1	0	0
0.954	0	2	1	3
0.956	1	3	0	0
0.958	0	2	0	1
0.96	0	2	0	1
0.962	1	0	1	1
0.964	2	2	0	3
0.966	0	1	1	2
0.968	0	2	1	2
0.97	1	1	1	3
0.972	0	4	0	1
0.974	0	3	1	2
0.976	0	2	0	4
0.978	0	2	2	1
0.98	0	0	0	1
0.982	0	4	0	2
0.984	1	0	0	1
0.986	0	0	0	1
0.988	0	2	1	0
0.99	1	2	1	4
0.992	0	0	1	0
0.994	0	1	2	3
0.996	0	3	1	0
0.998	1	0	1	2
1	0	2	0	2
1.002	1	0	0	0
1.004	0	2	1	2
1.006	0	4	0	2
1.008	0	0	0	0
1.01	0	0	0	5
1.012	1	2	0	1
1.014	0	2	2	1
1.016	0	3	0	3
1.018	0	3	0	2
1.02	1	2	0	3
1.022	1	2	2	2
1.024	1	2	1	0
1.026	2	5	0	3
1.028	0	0	1	1
1.03	0	2	1	1
1.032	1	3	1	3
1.034	0	1	0	2
1.036	0	1	1	1
1.038	0	1	1	0
1.04	2	2	0	5
1.042	0	2	1	0
1.044	1	2	1	2
1.046	1	1	1	1
1.048	0	0	0	0
1.05	0	1	0	1
1.052	1	1	0	2
1.054	0	2	0	3
1.056	1	4	0	0
1.058	1	1	1	2
1.06	0	2	1	2
1.062	0	2	1	1
1.064	0	2	0	2
1.066	0	1	0	1
1.068	0	1	1	1
1.07	0	2	2	2
1.072	0	0	2	1
1.074	0	0	1	3
1.076	4	0	1	0
1.078	0	1	0	2
1.08	2	4	1	0
1.082	2	0	1	3
1.084	0	0	1	3
1.086	0	2	0	1
1.088	0	0	1	1
1.09	0	2	0	1
1.092	0	1	0	3
1.094	0	1	2	2
1.096	0	0	1	0
1.098	0	2	1	1
1.1	1	1	0	0
1.102	1	1	0	2
1.104	0	2	0	2
1.106	1	0	0	1
1.108	0	2	1	3
1.11	0	1	1	0
1.112	1	2	0	3
1.114	1	0	1	1
1.116	0	0	0	2
1.118	0	4	0	3
1.12	1	1	0	0
1.122	0	3	0	1
1.124	0	1	1	0
1.126	0	2	0	1
1.128	1	2	0	0
1.13	0	5	1	0
1.132	0	2	0	4
1.134	0	1	0	2
1.136	1	1	0	2
1.138	1	3	1	1
1.14	2	6	0	0
1.142	0	0	2	0
1.144	0	0	1	1
1.146	0	2	1	1
1.148	0	3	0	0
1.15	0	3	0	1
1.152	1	1	0	0
1.154	0	0	0	3
1.156	0	0	0	2
1.158	0	0	0	0
1.16	0	1	1	0
1.162	1	0	1	0
1.164	0	0	0	0
1.166	1	4	1	0
1.168	0	4	2	1
1.17	0	3	3	1
1.172	2	3	0	4
1.174	1	3	1	3
1.176	0	3	0	0
1.178	1	1	0	1
1.18	1	1	0	3
1.182	1	0	2	0
1.184	2	2	2	1
1.186	1	1	1	1
1.188	1	4	0	1
1.19	0	3	0	6
1.192	1	3	1	1
1.194	1	1	1	3
1.196	1	2	2	4
1.198	0	1	0	3
1.2	0	1	0	2
1.202	0	1	1	0
1.204	0	1	1	1
1.206	0	3	3	2
1.208	1	2	0	1
1.21	2	2	0	0
1.212	1	1	1	3
1.214	1	0	2	0
1.216	0	4	3	3
1.218	1	0	1	3
1.22	0	3	1	0
1.222	0	5	1	3
1.224	0	3	1	2
1.226	1	1	1	2
1.228	1	2	0	1
1.23	0	2	1	0
1.232	0	2	0	2
1.234	0	2	0	1
1.236	0	2	1	3
1.238	0	4	0	1
1.24	0	1	1	1
1.242	0	3	0	2
1.244	0	0	3	1
1.246	0	2	0	0
1.248	1	2	0	4
1.25	0	2	0	1
1.252	0	3	1	2
1.254	1	1	1	2
1.256	2	1	0	2
1.258	0	4	1	3
1.26	1	3	2	3
1.262	2	4	1	3
1.264	0	2	2	0
1.266	1	1	0	3
1.268	0	0	0	2
1.27	0	2	1	2
1.272	1	1	0	3
1.274	0	1	1	3
1.276	0	2	1	2
1.278	1	0	1	2
1.28	0	5	0	0
1.282	1	1	1	0
1.284	0	1	1	2
1.286	1	2	2	0
1.288	0	0	1	3
1.29	1	1	2	1
1.292	0	1	0	2
1.294	3	1	0	0
1.296	0	2	1	1
1.298	0	4	1	0
1.3	0	1	0	0
1.302	0	1	1	0
1.304	0	2	2	0
1.306	0	3	1	2
1.308	1	3	1	2
1.31	0	1	1	2
1.312	0	2	1	1
1.314	0	1	0	0
1.316	0	3	1	1
1.318	0	2	1	0
1.32	0	1	2	1
1.322	0	2	0	3
1.324	0	0	0	2
1.326	0	6	0	3
1.328	0	1	1	0
1.33	1	2	0	1
1.332	0	3	0	0
1.334	0	0	1	3
1.336	1	1	0	4
1.338	0	1	0	1
1.34	0	0	0	0
1.342	2	0	1	1
1.344	0	3	0	3
1.346	1	1	0	1
1.348	0	1	1	1
1.35	1	1	0	1
1.352	0	4	0	2
1.354	0	4	0	1
1.356	1	3	0	1
1.358	0	1	0	3
1.36	0	2	3	1
1.362	0	2	2	1
1.364	0	2	0	1
1.366	0	1	1	1
1.368	0	3	1	2
1.37	0	4	0	0
1.372	0	1	1	1
1.374	0	2	1	2
1.376	0	3	1	1
1.378	0	1	1	0
1.38	1	1	0	2
1.382	1	3	1	3
1.384	0	1	0	0
1.386	0	1	0	0
1.388	2	3	0	2
1.39	0	0	2	1
1.392	0	0	2	2
1.394	0	4	1	0
1.396	1	2	0	2
1.398	0	1	1	3
1.4	1	0	2	1
1.402	0	1	3	1
1.404	1	2	1	1
1.406	0	0	0	1
1.408	0	0	0	2
1.41	0	2	0	1
1.412	1	0	0	2
1.414	1	3	0	1
1.416	0	0	0	3
1.418	0	4	0	0
1.42	1	3	1	1
1.422	0	2	0	0
1.424	0	1	1	2
1.426	2	1	0	2
1.428	0	1	0	0
1.43	0	2	0	1
1.432	1	1	0	0
1.434	0	4	0	1
1.436	0	2	0	2
1.438	0	4	0	1
1.44	0	2	1	1
1.442	0	4	1	3
1.444	0	2	0	0
1.446	1	2	0	2
1.448	1	1	1	1
1.45	0	1	1	4
1.452	0	2	0	0
1.454	1	0	1	2
1.456	0	0	0	3
1.458	0	0	1	1
1.46	2	2	2	3
1.462	0	0	0	1
1.464	0	0	0	0
1.466	0	0	2	0
1.468	0	0	0	0
1.47	1	0	0	0
1.472	0	5	0	0
1.474	2	1	2	2
1.476	0	1	0	0
1.478	0	1	0	3
1.48	0	5	0	0
1.482	0	4	0	0
1.484	1	1	0	1
1.486	0	2	0	0
1.488	1	1	0	2
1.49	1	3	1	3
1.492	1	2	0	2
1.494	1	5	1	1
1.496	0	2	0	3
1.498	0	0	1	2
1.5	1	0	1	3
1.502	0	0	0	2
1.504	0	3	1	2
1.506	2	3	3	1
1.508	0	0	3	1
1.51	0	0	0	1
1.512	0	1	2	1
1.514	0	1	0	2
1.516	0	2	1	0
1.518	0	2	1	1
1.52	0	2	2	3
1.522	0	1	0	1
1.524	1	0	0	0
1.526	0	3	1	0
1.528	1	0	2	1
1.53	0	1	1	1
1.532	0	1	3	1
1.534	0	3	0	1
1.536	0	3	1	1
1.538	1	1	2	0
1.54	1	0	0	1
1.542	1	1	0	3
1.544	0	0	1	3
1.546	0	1	0	1
1.548	0	0	0	2
1.55	0	1	0	2
1.552	1	0	0	4
1.554	3	2	0	2
1.556	0	3	0	0
1.558	0	1	0	2
1.56	1	1	0	1
1.562	0	1	0	0
1.564	0	1	2	1
1.566	0	3	0	0
1.568	0	1	0	1
1.57	1	1	0	1
1.572	0	5	0	0
1.574	1	2	0	1
1.576	0	0	0	0
1.578	0	2	1	2
1.58	2	2	1	0
1.582	1	6	1	2
1.584	0	1	1	2
1.586	3	1	0	2
1.588	0	1	2	1
1.59	1	2	0	0
1.592	1	2	0	2
1.594	0	3	0	0
1.596	0	2	1	1
1.598	1	3	1	1
1.6	0	1	1	0
1.602	1	0	0	1
1.604	0	1	1	2
1.606	0	3	3	2
1.608	0	0	2	2
1.61	1	1	3	5
1.612	0	1	1	0
1.614	0	3	0	0
1.616	0	3	1	0
1.618	0	0	0	2
1.62	2	2	0	0
1.622	1	2	2	2
1.624	0	0	3	1
1.626	0	1	0	2
1.628	1	1	0	1
1.63	1	0	0	1
1.632	0	1	0	1
1.634	0	3	0	2
1.636	0	0	0	2
1.638	0	1	1	2
1.64	0	2	1	1
1.642	0	2	0	1
1.644	0	3	1	3
1.646	0	0	1	0
1.648	0	2	0	1
1.65	0	1	0	0
1.652	0	1	1	0
1.654	0	0	0	2
1.656	0	1	0	0
1.658	0	4	1	4
1.66	1	1	0	2
1.662	2	2	1	4
1.664	0	2	1	3
1.666	1	1	0	2
1.668	0	0	2	1
1.67	0	3	1	2
1.672	1	2	1	0
1.674	0	2	0	1
1.676	0	3	0	1
1.678	0	2	1	1
1.68	0	2	3	0
1.682	1	2	0	2
1.684	0	2	0	1
1.686	2	3	1	0
1.688	1	1	0	1
1.69	0	2	1	3
1.692	1	1	2	0
1.694	0	1	0	4
1.696	0	2	0	1
1.698	1	3	2	2
1.7	0	1	0	1
1.702	0	2	1	1
1.704	1	2	0	1
1.706	1	0	0	1
1.708	0	0	0	0
1.71	0	0	0	1
1.712	1	2	1	2
1.714	0	2	0	1
1.716	0	0	1	3
1.718	0	2	0	2
1.72	0	1	2	1
1.722	0	3	0	1
1.724	0	1	1	2
1.726	0	1	2	2
1.728	0	2	0	2
1.73	0	3	1	0
1.732	0	2	0	1
1.734	0	0	0	1
1.736	0	1	0	2
1.738	0	4	2	0
1.74	1	2	1	3
1.742	0	1	2	0
1.744	0	3	0	5
1.746	0	1	3	0
1.748	0	4	0	2
1.75	0	2	0	3
1.752	0	2	0	0
1.754	0	2	0	1
1.756	0	0	2	2
1.758	0	1	1	1
1.76	0	0	1	4
1.762	0	2	2	2
1.764	0	2	0	2
1.766	0	0	1	1
1.768	1	2	0	1
1.77	0	4	0	6
1.772	0	0	0	2
1.774	0	0	2	2
1.776	1	5	0	2
1.778	0	1	1	4
1.78	0	3	1	2
1.782	1	2	0	1
1.784	1	3	1	1
1.786	1	1	1	1
1.788	1	0	0	0
1.79	1	2	2	1
1.792	0	2	0	3
1.794	1	3	0	1
1.796	0	0	3	0
1.798	1	2	1	4
1.8	0	2	0	1
1.802	0	3	2	1
1.804	0	4	2	2
1.806	0	1	0	1
1.808	0	1	0	1
1.81	0	0	1	1
1.812	1	2	0	0
1.814	0	1	1	1
1.816	0	1	1	2
1.818	1	4	0	2
1.82	1	1	1	1
1.822	0	1	2	3
1.824	0	2	1	2
1.826	0	0	0	3
1.828	1	3	1	3
1.83	0	2	1	0
1.832	0	1	0	1
1.834	0	3	2	1
1.836	1	2	1	2
1.838	1	2	3	1
1.84	0	0	1	2
1.842	2	1	1	1
1.844	0	3	0	2
1.846	1	0	0	0
1.848	2	3	0	1
1.85	0	1	0	2
1.852	1	2	1	2
1.854	1	3	0	0
1.856	0	2	1	0
1.858	0	3	2	0
1.86	0	0	1	0
1.862	0	2	2	2
1.864	1	2	0	4
1.866	1	0	0	5
1.868	3	1	0	0
1.87	1	2	1	2
1.872	1	2	1	1
1.874	0	1	1	4
1.876	0	1	1	1
1.878	1	2	1	0
1.88	0	0	1	2
1.882	1	5	1	3
1.884	0	1	0	0
1.886	1	1	1	0
1.888	0	5	0	2
1.89	0	2	1	1
1.892	1	3	1	0
1.894	0	1	1	0
1.896	1	4	1	1
1.898	0	2	2	1
1.9	2	3	2	3
1.902	0	5	2	3
1.904	1	1	1	1
1.906	0	3	0	0
1.908	1	4	0	3
1.91	1	2	1	1
1.912	0	4	1	1
1.914	0	3	0	1
1.916	0	2	0	1
1.918	0	2	1	1
1.92	0	4	1	2
1.922	0	2	3	4
1.924	0	3	2	1
1.926	0	2	0	3
1.928	0	2	1	0
1.93	0	3	1	2
1.932	1	2	2	0
1.934	1	2	1	2
1.936	0	3	0	1
1.938	0	1	0	2
1.94	0	3	1	2
1.942	0	1	1	1
1.944	0	2	0	2
1.946	0	3	1	1
1.948	0	1	0	1
1.95	0	2	2	1
1.952	1	1	0	1
1.954	0	1	1	2
1.956	0	2	0	0
1.958	0	0	2	2
1.96	0	1	1	1
1.962	0	4	1	1
1.964	1	1	1	0
1.966	0	1	3	2
1.968	1	2	1	1
1.97	0	5	0	1
1.972	1	2	2	0
1.974	2	1	0	0
1.976	2	2	0	1
1.978	1	1	0	0
1.98	1	3	0	1
1.982	0	0	1	1
1.984	0	1	0	1
1.986	0	1	2	5
1.988	1	1	0	2
1.99	1	4	1	2
1.992	3	2	0	2
1.994	0	3	0	0
1.996	0	0	0	1
1.998	0	2	1	1
2	1	5	1	2
2.002	0	1	0	0
2.004	2	2	0	1
2.006	0	4	0	1
2.008	1	0	0	0
2.01	1	3	1	1
2.012	0	2	1	0
2.014	0	2	3	1
2.016	1	1	1	0
2.018	1	0	2	3
2.02	0	3	1	1
2.022	1	0	3	3
2.024	0	1	1	3
2.026	0	3	0	2
2.028	0	0	2	2
2.03	0	1	1	1
2.032	1	2	1	1
2.034	2	1	1	1
2.036	0	1	0	0
2.038	0	1	1	1
2.04	0	2	1	1
2.042	0	0	1	1
2.044	0	0	0	4
2.046	0	1	0	4
2.048	1	1	0	1
2.05	1	2	1	1
2.052	0	1	0	1
2.054	0	3	1	1
2.056	0	2	1	3
2.058	1	0	1	2
2.06	0	1	1	1
2.062	1	3	0	3
2.064	0	2	1	1
2.066	1	1	2	1
2.068	1	1	1	3
2.07	0	4	1	2
2.072	2	0	1	0
2.074	0	1	1	2
2.076	0	1	1	2
2.078	1	2	0	1
2.08	0	3	0	1
2.082	0	2	1	0
2.084	1	3	0	1
2.086	0	0	0	3
2.088	0	3	1	2
2.09	1	3	1	4
2.092	0	4	0	2
2.094	0	0	1	5
2.096	1	2	1	0
2.098	2	3	0	0
2.1	0	2	1	3
2.102	3	1	0	2
2.104	1	1	0	1
2.106	0	2	0	4
2.108	0	4	0	0
2.11	0	0	1	3
2.112	0	1	2	5
2.114	1	3	1	1
2.116	1	1	0	1
2.118	1	4	2	1
2.12	1	1	0	0
2.122	0	0	1	1
2.124	0	4	0	1
2.126	0	0	1	3
2.128	0	1	2	0
2.13	1	1	0	0
2.132	1	4	2	1
2.134	0	1	0	3
2.136	0	2	0	1
2.138	0	3	0	2
2.14	0	2	1	2
2.142	1	1	2	1
2.144	1	2	0	1
2.146	2	3	0	2
2.148	1	0	0	1
2.15	0	1	0	2
2.152	0	1	4	1
2.154	1	2	0	0
2.156	0	2	0	1
2.158	0	2	0	0
2.16	3	1	0	0
2.162	1	1	0	2
2.164	1	0	0	3
2.166	1	1	1	6
2.168	0	0	0	2
2.17	1	2	0	1
2.172	1	4	0	1
2.174	0	2	0	1
2.176	0	4	0	0
2.178	0	3	1	4
2.18	0	1	2	0
2.182	1	4	0	2
2.184	0	0	0	1
2.186	1	3	2	1
2.188	0	3	0	4
2.19	2	1	0	0
2.192	2	1	1	2
2.194	0	3	0	2
2.196	0	3	2	0
2.198	0	1	0	1
2.2	0	2	1	2
2.202	0	3	1	1
2.204	1	1	0	1
2.206	0	1	2	3
2.208	0	2	0	1
2.21	1	0	0	2
2.212	0	2	1	4
2.214	1	1	1	0
2.216	0	2	0	0
2.218	1	2	2	1
2.22	0	1	0	3
2.222	2	1	0	1
2.224	1	1	0	1
2.226	0	0	0	2
2.228	0	1	0	1
2.23	0	2	1	3
2.232	1	1	1	3
2.234	0	2	1	0
2.236	0	0	0	2
2.238	0	0	0	0
2.24	0	2	1	1
2.242	0	0	0	1
2.244	0	1	0	0
2.246	0	2	1	1
2.248	1	0	0	3
2.25	1	2	1	0
2.252	1	2	1	1
2.254	1	1	0	0
2.256	1	1	1	1
2.258	1	2	0	2
2.26	0	2	0	2
2.262	0	1	1	0
2.264	0	1	0	1
2.266	1	2	1	1
2.268	0	1	1	0
2.27	1	0	0	1
2.272	0	3	1	3
2.274	1	1	1	1
2.276	1	2	0	3
2.278	1	4	0	0
2.28	1	2	0	2
2.282	0	1	1	1
2.284	2	2	1	1
2.286	1	3	0	5
2.288	0	1	1	2
2.29	1	1	1	0
2.292	1	0	1	1
2.294	1	3	1	0
2.296	0	2	0	1
2.298	0	0	0	0
2.3	0	2	1	2
2.302	1	1	1	2
2.304	0	3	1	3
2.306	1	0	3	2
2.308	3	3	1	3
2.31	1	1	0	0
2.312	0	3	0	2
2.314	0	1	1	0
2.316	0	3	1	3
2.318	1	1	0	0
2.32	0	3	0	2
2.322	0	1	0	0
2.324	0	3	0	0
2.326	0	1	0	0
2.328	0	1	0	0
2.33	0	0	2	2
2.332	1	2	1	0
2.334	0	1	2	0
