0.56	4	1	2
0.562	2	1	2
0.564	2	2	1
0.566	1	2	0
0.568	2	0	1
0.57	3	1	2
0.572	1	2	1
0.574	1	1	0
0.576	3	1	1
0.578	0	1	1
0.58	0	2	0
0.582	4	0	0
0.584	3	0	0
0.586	3	5	2
0.588	2	1	3
0.59	2	2	1
0.592	4	1	1
0.594	1	0	2
0.596	2	4	1
0.598	3	3	0
0.6	4	4	0
0.602	1	3	1
0.604	2	2	1
0.606	2	1	2
0.608	1	1	1
0.61	1	1	1
0.612	1	2	1
0.614	0	0	2
0.616	1	2	1
0.618	5	2	2
0.62	2	0	1
0.622	2	1	3
0.624	0	4	3
0.626	2	4	2
0.628	3	1	1
0.63	3	2	0
0.632	0	0	0
0.634	1	2	0
0.636	1	0	0
0.638	2	0	2
0.64	1	2	2
0.642	4	0	1
0.644	1	1	1
0.646	1	3	0
0.648	1	0	6
0.65	3	0	2
0.652	1	2	2
0.654	1	3	2
0.656	2	2	1
0.658	1	3	0
0.66	1	0	2
0.662	1	1	2
0.664	1	1	2
0.666	0	1	1
0.668	2	2	2
0.67	3	5	2
0.672	1	0	2
0.674	0	1	2
0.676	2	2	2
0.678	1	2	1
0.68	0	1	0
0.682	1	2	1
0.684	1	2	1
0.686	0	1	0
0.688	3	0	1
0.69	0	2	0
0.692	2	0	2
0.694	1	0	0
0.696	1	2	1
0.698	3	3	3
0.7	0	1	1
0.702	1	2	2
0.704	1	1	1
0.706	1	0	0
0.708	1	1	1
0.71	3	1	1
0.712	3	0	0
0.714	1	0	0
0.716	4	4	2
0.718	3	3	0
0.72	3	0	1
0.722	1	4	1
0.724	4	1	1
0.726	1	5	0
0.728	1	2	1
0.73	2	1	0
0.732	0	4	0
0.734	2	0	0
0.736	5	7	2
0.738	1	4	3
0.74	2	1	0
0.742	3	1	0
0.744	1	3	4
0.746	7	1	1
0.748	0	1	1
0.75	2	2	0
0.752	3	0	3
0.754	2	1	2
0.756	2	0	1
0.758	1	3	3
0.76	1	1	1
0.762	0	4	1
0.764	0	3	2
0.766	3	0	2
0.768	1	4	0
0.77	4	3	2
0.772	1	1	0
0.774	2	2	0
0.776	1	4	1
0.778	2	2	1
0.78	0	5	1
0.782	0	3	1
0.784	4	1	1
0.786	0	1	0
0.788	1	1	0
0.79	2	2	2
0.792	1	1	1
0.794	4	2	3
0.796	1	1	1
0.798	1	0	0
0.8	1	2	1
0.802	1	1	2
0.804	1	3	2
0.806	1	1	1
0.808	0	0	0
0.81	4	2	3
0.812	2	1	0
0.814	2	2	4
0.816	0	2	0
0.818	1	3	1
0.82	1	1	3
0.822	1	0	1
0.824	2	3	4
0.826	2	0	0
0.828	2	1	3
0.83	3	3	1
0.832	2	3	0
0.834	0	0	1
0.836	1	3	1
0.838	1	2	5
0.84	2	4	3
0.842	0	1	1
0.844	2	1	1
0.846	5	2	2
0.848	1	2	1
0.85	1	5	3
0.852	1	2	2
0.854	0	2	1
0.856	1	2	0
0.858	1	1	4
0.86	2	1	0
0.862	0	1	1
0.864	1	2	1
0.866	2	0	2
0.868	2	3	2
0.87	0	1	0
0.872	2	0	0
0.874	1	2	2
0.876	2	3	4
0.878	4	3	2
0.88	1	2	1
0.882	2	3	1
0.884	4	5	3
0.886	2	2	2
0.888	0	1	2
0.89	3	5	1
0.892	2	3	2
0.894	3	1	1
0.896	2	2	1
0.898	0	5	2
0.9	1	1	2
0.902	2	3	3
0.904	1	0	2
0.906	2	3	4
0.908	0	0	3
0.91	0	3	3
0.912	2	1	0
0.914	2	5	1
0.916	1	1	2
0.918	5	6	2
0.92	0	2	6
0.922	0	2	2
0.924	2	3	4
0.926	0	4	3
0.928	0	4	2
0.93	1	7	5
0.932	1	5	3
0.934	2	4	1
0.936	1	8	3
0.938	1	4	4
0.94	3	5	2
0.942	0	1	2
0.944	2	5	1
0.946	0	5	2
0.948	3	2	2
0.95	1	3	3
0.952	1	9	5
0.954	2	2	1
0.956	3	7	5
0.958	0	2	5
0.96	0	4	2
0.962	0	5	3
0.964	2	6	4
0.966	2	3	5
0.968	1	6	3
0.97	1	6	2
0.972	1	3	3
0.974	0	5	2
0.976	1	6	5
0.978	1	10	3
0.98	2	4	3
0.982	0	6	6
0.984	3	6	3
0.986	0	7	5
0.988	3	5	5
0.99	0	12	4
0.992	2	5	2
0.994	2	6	5
0.996	1	3	4
0.998	0	6	5
1	1	7	3
1.002	1	7	7
1.004	1	9	3
1.006	2	7	6
1.008	2	10	3
1.01	2	7	9
1.012	3	11	11
1.014	1	4	7
1.016	2	8	6
1.018	0	13	11
1.02	0	8	4
1.022	0	5	8
1.024	2	8	8
1.026	3	10	6
1.028	0	15	7
1.03	1	13	8
1.032	1	14	7
1.034	0	13	12
1.036	2	8	11
1.038	0	7	10
1.04	0	8	10
1.042	2	11	13
1.044	0	18	8
1.046	0	10	12
1.048	0	12	10
1.05	4	11	10
1.052	1	10	7
1.054	1	13	9
1.056	1	17	7
1.058	3	13	6
1.06	5	15	13
1.062	2	11	10
1.064	0	12	11
1.066	1	23	13
1.068	2	18	14
1.07	1	25	13
1.072	4	10	11
1.074	0	9	10
1.076	3	10	11
1.078	1	25	18
1.08	1	17	6
1.082	1	27	15
1.084	3	15	14
1.086	2	27	15
1.088	6	20	16
1.09	4	25	18
1.092	1	19	20
1.094	2	21	21
1.096	1	23	14
1.098	5	21	12
1.1	0	17	17
1.102	1	29	16
1.104	5	31	24
1.106	4	27	25
1.108	0	28	21
1.11	3	21	20
1.112	1	32	20
1.114	4	16	27
1.116	1	32	30
1.118	5	33	19
1.12	4	32	24
1.122	4	26	26
1.124	1	31	28
1.126	0	38	22
1.128	3	37	16
1.13	6	30	22
1.132	4	50	15
1.134	1	41	24
1.136	4	34	25
1.138	6	52	29
1.14	4	42	24
1.142	1	46	33
1.144	3	44	32
1.146	6	42	33
1.148	3	52	31
1.15	2	58	38
1.152	6	36	33
1.154	5	44	44
1.156	4	52	30
1.158	4	55	33
1.16	7	55	40
1.162	4	53	28
1.164	7	60	34
1.166	6	64	51
1.168	7	54	41
1.17	9	57	48
1.172	7	61	48
1.174	4	48	43
1.176	6	47	36
1.178	4	52	46
1.18	10	53	45
1.182	3	63	49
1.184	12	73	63
1.186	9	66	46
1.188	7	83	52
1.19	5	74	70
1.192	3	64	58
1.194	11	58	58
1.196	11	76	62
1.198	5	68	54
1.2	8	73	53
1.202	9	85	64
1.204	9	90	57
1.206	9	61	64
1.208	7	91	60
1.21	8	87	55
1.212	13	90	67
1.214	13	98	56
1.216	10	83	68
1.218	19	95	60
1.22	11	89	89
1.222	9	95	84
1.224	6	109	86
1.226	14	98	83
1.228	11	103	92
1.23	18	96	71
1.232	9	121	68
1.234	13	99	79
1.236	17	119	94
1.238	10	122	88
1.24	11	145	92
1.242	10	118	90
1.244	18	128	96
1.246	16	140	88
1.248	20	124	81
1.25	10	132	116
1.252	23	131	80
1.254	22	132	100
1.256	13	118	120
1.258	17	148	136
1.26	18	167	82
1.262	18	140	117
1.264	19	131	118
1.266	24	143	131
1.268	19	154	122
1.27	28	160	121
1.272	20	156	114
1.274	29	149	102
1.276	21	156	135
1.278	21	168	151
1.28	28	177	139
1.282	25	184	102
1.284	21	172	152
1.286	44	163	141
1.288	29	165	129
1.29	21	175	140
1.292	34	187	144
1.294	27	206	160
1.296	24	201	145
1.298	38	198	157
1.3	29	218	164
1.302	32	200	160
1.304	29	231	173
1.306	24	223	180
1.308	38	231	169
1.31	35	230	166
1.312	45	242	178
1.314	44	194	187
1.316	47	245	191
1.318	33	229	194
1.32	26	232	176
1.322	52	277	201
1.324	43	290	209
1.326	37	262	199
1.328	43	253	216
1.33	38	246	201
1.332	50	264	191
1.334	49	278	199
1.336	48	286	219
1.338	53	282	206
1.34	46	294	217
1.342	60	311	219
1.344	52	327	231
1.346	46	285	224
1.348	53	301	235
1.35	55	334	255
1.352	60	315	252
1.354	58	319	291
1.356	57	324	251
1.358	66	315	265
1.36	91	357	249
1.362	84	357	283
1.364	84	371	274
1.366	79	364	285
1.368	91	374	307
1.37	63	373	299
1.372	73	334	271
1.374	87	373	303
1.376	94	398	319
1.378	83	385	297
1.38	73	390	314
1.382	97	430	293
1.384	80	403	355
1.386	94	420	317
1.388	100	426	355
1.39	92	406	374
1.392	107	443	345
1.394	86	457	360
1.396	114	483	358
1.398	115	475	361
1.4	106	462	331
1.402	110	503	360
1.404	108	500	360
1.406	105	464	370
1.408	114	475	399
1.41	98	493	390
1.412	123	524	407
1.414	99	549	381
1.416	130	505	418
1.418	108	525	425
1.42	111	505	439
1.422	122	536	411
1.424	124	526	453
1.426	119	546	488
1.428	133	584	451
1.43	152	585	467
1.432	118	573	464
1.434	139	584	514
1.436	154	634	487
1.438	155	643	488
1.44	137	581	475
1.442	157	581	577
1.444	167	656	516
1.446	168	651	522
1.448	153	621	526
1.45	185	682	560
1.452	177	669	543
1.454	176	761	547
1.456	169	683	587
1.458	181	734	570
1.46	173	715	619
1.462	178	718	600
1.464	186	741	559
1.466	193	686	649
1.468	174	734	594
1.47	183	745	676
1.472	197	766	614
1.474	201	729	662
1.476	202	751	710
1.478	199	811	638
1.48	221	813	653
1.482	222	826	621
1.484	208	865	681
1.486	225	864	659
1.488	239	874	697
1.49	247	842	712
1.492	248	822	710
1.494	254	855	773
1.496	248	894	780
1.498	248	947	789
1.5	225	894	738
1.502	264	871	801
1.504	262	934	863
1.506	244	989	793
1.508	280	936	810
1.51	276	976	779
1.512	275	1018	807
1.514	276	994	829
1.516	292	1022	838
1.518	315	1020	861
1.52	295	995	877
1.522	322	1001	951
1.524	327	1047	856
1.526	353	1016	882
1.528	307	1122	918
1.53	321	1104	948
1.532	388	1132	970
1.534	365	1202	1019
1.536	348	1163	911
1.538	350	1135	1039
1.54	318	1181	1031
1.542	379	1130	987
1.544	358	1147	1019
1.546	368	1181	1076
1.548	374	1221	1124
1.55	363	1203	1072
1.552	390	1263	1034
1.554	408	1271	1077
1.556	422	1292	1141
1.558	409	1273	1193
1.56	458	1362	1146
1.562	421	1336	1171
1.564	425	1332	1189
1.566	432	1386	1176
1.568	450	1316	1191
1.57	472	1385	1187
1.572	436	1409	1229
1.574	469	1396	1209
1.576	481	1431	1197
1.578	476	1431	1260
1.58	481	1428	1268
1.582	475	1479	1274
1.584	453	1543	1278
1.586	494	1512	1354
1.588	471	1551	1323
1.59	553	1602	1342
1.592	548	1567	1393
1.594	549	1600	1376
1.596	545	1591	1378
1.598	617	1610	1503
1.6	553	1598	1380
1.602	611	1716	1423
1.604	588	1639	1524
1.606	604	1661	1572
1.608	631	1706	1499
1.61	597	1735	1542
1.612	605	1847	1545
1.614	659	1800	1517
1.616	658	1790	1546
1.618	668	1768	1531
1.62	679	1797	1577
1.622	626	1917	1563
1.624	694	1807	1621
1.626	686	1863	1654
1.628	671	1933	1707
1.63	691	1945	1651
1.632	723	1952	1705
1.634	715	1971	1795
1.636	775	1943	1735
1.638	736	2052	1741
1.64	769	1966	1793
1.642	779	1953	1726
1.644	813	2049	1860
1.646	814	1993	1812
1.648	829	2089	1847
1.65	848	2046	1889
1.652	806	2106	1874
1.654	811	2144	1952
1.656	899	2186	1933
1.658	926	2199	2054
1.66	956	2160	1984
1.662	849	2257	1993
1.664	899	2181	1991
1.666	870	2262	2020
1.668	951	2310	2133
1.67	979	2325	2111
1.672	933	2272	2058
1.674	1020	2278	2184
1.676	992	2389	2116
1.678	951	2300	2170
1.68	993	2390	2188
1.682	1084	2402	2190
1.684	1003	2445	2261
1.686	1076	2496	2189
1.688	1099	2445	2248
1.69	1106	2480	2378
1.692	1156	2508	2295
1.694	1166	2415	2367
1.696	1123	2524	2371
1.698	1187	2501	2414
1.7	1136	2592	2415
1.702	1172	2578	2426
1.704	1176	2540	2412
1.706	1219	2699	2463
1.708	1226	2730	2404
1.71	1225	2717	2479
1.712	1231	2715	2601
1.714	1240	2795	2491
1.716	1296	2781	2551
1.718	1275	2649	2650
1.72	1333	2846	2563
1.722	1387	2826	2583
1.724	1366	2879	2728
1.726	1382	2808	2607
1.728	1358	2945	2607
1.73	1477	2969	2797
1.732	1491	2937	2790
1.734	1481	3022	2813
1.736	1459	2949	2725
1.738	1485	2990	2839
1.74	1517	3098	2808
1.742	1540	2888	2800
1.744	1531	3024	2895
1.746	1562	3053	2837
1.748	1630	3055	3006
1.75	1630	3209	2946
1.752	1707	3128	2894
1.754	1654	3155	3025
1.756	1692	3129	3144
1.758	1693	3091	2973
1.76	1730	3197	2977
1.762	1777	3307	3072
1.764	1725	3231	3078
1.766	1752	3173	3154
1.768	1791	3213	3250
1.77	1823	3265	3174
1.772	1872	3274	3149
1.774	1800	3317	3173
1.776	1882	3405	3066
1.778	1920	3404	3179
1.78	1993	3380	3192
1.782	1975	3390	3287
1.784	2034	3459	3184
1.786	1930	3489	3249
1.788	1981	3418	3322
1.79	2037	3515	3355
1.792	2039	3586	3406
1.794	2141	3599	3436
1.796	2138	3547	3516
1.798	2082	3530	3367
1.8	2275	3568	3462
1.802	2122	3633	3528
1.804	2258	3755	3461
1.806	2211	3622	3548
1.808	2235	3754	3542
1.81	2213	3613	3591
1.812	2345	3751	3624
1.814	2352	3787	3619
1.816	2247	3794	3641
1.818	2364	3873	3761
1.82	2471	3860	3608
1.822	2387	3791	3706
1.824	2418	3844	3664
1.826	2463	3859	3688
1.828	2632	3791	3774
1.83	2542	3885	3763
1.832	2572	3876	3777
1.834	2637	3878	3910
1.836	2625	3970	3797
1.838	2651	3883	3911
1.84	2679	3905	3841
1.842	2662	3996	3819
1.844	2620	3988	3950
1.846	2702	4005	3962
1.848	2797	3920	4011
1.85	2796	4061	3966
1.852	2811	4100	3945
1.854	2669	4189	4114
1.856	2831	4166	3965
1.858	2980	4147	4058
1.86	2872	4086	4027
1.862	2914	4237	4042
1.864	2931	4240	3895
1.866	2961	4096	3990
1.868	2956	4173	4056
1.87	3122	4182	4153
1.872	3090	4226	4135
1.874	3091	4223	4214
1.876	3234	4237	4204
1.878	2975	4257	4291
1.88	3184	4271	4233
1.882	3197	4305	4321
1.884	3190	4306	4291
1.886	3253	4239	4252
1.888	3311	4343	4164
1.89	3326	4464	4263
1.892	3339	4360	4311
1.894	3377	4299	4308
1.896	3361	4408	4289
1.898	3296	4286	4293
1.9	3471	4428	4332
1.902	3427	4305	4400
1.904	3395	4358	4493
1.906	3496	4383	4408
1.908	3581	4342	4394
1.91	3487	4444	4357
1.912	3593	4431	4322
1.914	3552	4502	4460
1.916	3586	4620	4478
1.918	3684	4447	4531
1.92	3668	4538	4424
1.922	3710	4602	4504
1.924	3642	4470	4514
1.926	3797	4448	4502
1.928	3693	4461	4605
1.93	3784	4347	4577
1.932	3825	4610	4501
1.934	3729	4588	4451
1.936	3861	4574	4474
1.938	3880	4576	4485
1.94	3855	4725	4553
1.942	3910	4656	4520
1.944	3816	4694	4608
1.946	4009	4659	4738
1.948	3910	4622	4763
1.95	3923	4677	4645
1.952	3996	4608	4709
1.954	3931	4666	4621
1.956	4169	4824	4646
1.958	4160	4672	4704
1.96	4041	4668	4637
1.962	4229	4829	4789
1.964	4239	4659	4817
1.966	4205	4678	4779
1.968	4123	4701	4786
1.97	4124	4727	4675
1.972	4194	4699	4655
1.974	4303	4718	4791
1.976	4372	4766	4760
1.978	4278	4831	4828
1.98	4178	4798	4874
1.982	4264	4825	4745
1.984	4220	4813	4824
1.986	4248	4792	4605
1.988	4341	4734	4821
1.99	4294	4722	4760
1.992	4325	4763	4697
1.994	4372	4779	4699
1.996	4303	4903	4851
1.998	4435	4767	4844
2	4437	4817	4873
2.002	4417	4753	4885
2.004	4646	4790	4931
2.006	4596	4838	4792
2.008	4366	4716	4837
2.01	4480	4789	4763
2.012	4458	4826	4848
2.014	4540	4937	4964
2.016	4626	4919	4823
2.018	4592	4909	4896
2.02	4592	4954	4760
2.022	4637	4867	4763
2.024	4595	4859	4972
2.026	4669	4904	4806
2.028	4537	4882	4850
2.03	4629	4819	4906
2.032	4735	4883	4732
2.034	4678	4854	4891
2.036	4556	4928	4839
2.038	4710	4871	4855
2.04	4596	4870	4863
2.042	4619	5000	4859
2.044	4654	4796	4896
2.046	4634	4944	4771
2.048	4792	4961	4936
2.05	4760	4764	4959
2.052	4715	4866	4832
2.054	4838	4938	4812
2.056	4734	4838	4930
2.058	4650	4822	4949
2.06	4710	4838	4960
2.062	4716	4880	4740
2.064	4671	4945	4846
2.066	4686	4799	4913
2.068	4810	4887	4848
2.07	4718	4926	4879
2.072	4689	4856	4940
2.074	4767	4938	5000
2.076	4850	4868	4902
2.078	4871	4805	4805
2.08	4815	4806	4815
2.082	5000	4895	4855
2.084	4718	4878	4902
2.086	4784	4789	4839
2.088	4851	4891	4747
2.09	4724	4720	4863
2.092	4784	4857	4722
2.094	4780	4853	4910
2.096	4792	4918	4662
2.098	4645	4760	4735
2.1	4724	4779	4757
2.102	4726	4809	4826
2.104	4743	4894	4814
2.106	4768	4834	4715
2.108	4647	4736	4892
2.11	4766	4613	4554
2.112	4648	4786	4699
2.114	4838	4815	4771
2.116	4762	4658	4708
2.118	4659	4715	4588
2.12	4723	4784	4679
2.122	4753	4712	4742
2.124	4743	4712	4764
2.126	4637	4693	4665
2.128	4672	4852	4552
2.13	4635	4727	4725
2.132	4611	4755	4607
2.134	4766	4620	4566
2.136	4699	4621	4653
2.138	4575	4597	4575
2.14	4588	4650	4583
2.142	4682	4609	4674
2.144	4663	4695	4769
2.146	4597	4725	4592
2.148	4638	4663	4619
2.15	4538	4651	4590
2.152	4536	4601	4573
2.154	4671	4617	4441
2.156	4694	4642	4557
2.158	4709	4482	4567
2.16	4555	4664	4537
2.162	4421	4625	4481
2.164	4467	4572	4499
2.166	4486	4611	4500
2.168	4511	4610	4522
2.17	4499	4453	4582
2.172	4547	4536	4376
2.174	4325	4435	4437
2.176	4365	4551	4478
2.178	4538	4474	4477
2.18	4412	4476	4286
2.182	4305	4526	4449
2.184	4334	4488	4344
2.186	4333	4385	4411
2.188	4407	4517	4265
2.19	4320	4406	4322
2.192	4457	4481	4347
2.194	4349	4377	4423
2.196	4245	4369	4342
2.198	4365	4379	4318
2.2	4179	4384	4221
2.202	4285	4366	4376
2.204	4308	4383	4383
2.206	4136	4393	4309
2.208	4278	4404	4323
2.21	4173	4345	4124
2.212	4167	4327	4184
2.214	4176	4229	4247
2.216	4214	4294	4192
2.218	4269	4401	4141
2.22	4060	4262	4109
2.222	4131	4362	4231
2.224	4134	4197	4199
2.226	4028	4278	4115
2.228	4066	4321	4070
2.23	4129	4165	4125
2.232	4042	4278	4085
2.234	4078	4181	4123
2.236	4055	4282	4058
2.238	4055	4156	4020
2.24	3948	4115	4249
2.242	3842	4224	3960
2.244	4022	4159	4120
2.246	3866	4041	4048
2.248	3934	4108	4056
2.25	3949	4177	4064
2.252	3806	4093	3996
2.254	3810	4135	4041
2.256	3814	4087	3857
2.258	3872	4068	4010
2.26	3786	4089	3919
2.262	3769	4019	3864
2.264	3880	4025	3907
2.266	3794	3946	3830
2.268	3690	3946	3801
2.27	3760	4005	3795
2.272	3546	4077	3905
2.274	3744	3923	3939
2.276	3585	4060	3779
2.278	3609	3961	3674
2.28	3660	3854	3816
2.282	3490	3906	3837
2.284	3549	3967	3804
2.286	3613	3935	3691
2.288	3547	3911	3735
2.29	3542	3931	3740
2.292	3481	3844	3677
2.294	3347	3924	3745
2.296	3465	3851	3599
2.298	3415	3803	3557
2.3	3419	3849	3727
2.302	3377	3839	3565
2.304	3354	3810	3557
2.306	3290	3851	3620
2.308	3332	3848	3565
2.31	3307	3754	3602
2.312	3187	3683	3549
2.314	3229	3670	3600
2.316	3207	3716	3558
2.318	3175	3644	3556
2.32	3253	3746	3503
2.322	3176	3746	3542
2.324	3093	3709	3504
2.326	3166	3705	3417
2.328	3134	3579	3445
2.33	3024	3665	3378
2.332	3116	3579	3390
2.334	2956	3654	3309
2.336	2918	3665	3364
2.338	2993	3525	3377
2.34	2973	3566	3399
2.342	2971	3558	3305
2.344	2890	3627	3338
2.346	2902	3479	3398
2.348	2914	3557	3351
2.35	2897	3567	3317
2.352	2741	3397	3275
2.354	2818	3425	3259
2.356	2788	3539	3299
2.358	2768	3467	3220
2.36	2740	3471	3263
2.362	2780	3355	3302
2.364	2710	3256	3223
2.366	2809	3391	3271
2.368	2512	3408	3139
2.37	2741	3367	3134
2.372	2624	3350	3209
2.374	2627	3269	3263
2.376	2615	3366	3141
2.378	2702	3296	3172
2.38	2582	3322	3176
2.382	2530	3330	3037
2.384	2482	3309	3043
2.386	2494	3215	3103
2.388	2580	3230	3012
2.39	2474	3373	3059
2.392	2431	3204	3037
2.394	2379	3309	2936
2.396	2399	3136	2988
2.398	2406	3311	2993
2.4	2373	3210	2994
2.402	2415	3127	3047
2.404	2343	3148	2847
2.406	2434	3193	2923
2.408	2374	3191	2953
2.41	2278	3096	2927
2.412	2278	3024	2863
2.414	2242	3182	2877
2.416	2327	3122	2844
2.418	2218	3044	2945
2.42	2209	3126	2820
2.422	2151	3119	2745
2.424	2192	3071	2790
2.426	2163	3037	2847
2.428	2149	3033	2779
2.43	1983	2962	2728
2.432	2087	2901	2668
2.434	2067	2983	2609
2.436	2016	3038	2662
2.438	2058	2968	2812
2.44	2060	3010	2722
2.442	1967	2983	2644
2.444	1963	3008	2665
2.446	1956	2913	2595
2.448	2037	2905	2566
2.45	1947	2969	2663
2.452	1918	2875	2765
2.454	1873	2892	2599
2.456	1881	2946	2529
2.458	1881	2841	2579
2.46	1856	2873	2596
2.462	1800	2921	2598
2.464	1889	2833	2515
2.466	1830	2836	2620
2.468	1795	2765	2591
2.47	1774	2816	2497
2.472	1736	2731	2423
2.474	1715	2828	2415
2.476	1745	2875	2448
2.478	1729	2711	2527
2.48	1606	2683	2397
2.482	1652	2670	2438
2.484	1699	2803	2502
2.486	1639	2676	2481
2.488	1625	2761	2435
2.49	1658	2770	2441
2.492	1581	2633	2406
2.494	1562	2605	2365
2.496	1539	2649	2341
2.498	1550	2616	2302
2.5	1571	2588	2411
2.502	1613	2684	2306
2.504	1499	2563	2355
2.506	1460	2570	2313
2.508	1548	2605	2331
2.51	1404	2574	2285
2.512	1457	2658	2235
2.514	1346	2527	2286
2.516	1356	2607	2218
