#PicoHarp 300  Histogram Data			02/09/2013 15:34										
#channels per curve													
11000													
#display curve no.													
0	1	2	3	4	5								
memory block no.													
P-grnf1	P-grnf2	IRF1	IRF2	4	P_redfilter								
#ns/channel													
"0,0040"	"0,0040"	"0,0040"	"0,0040"	"0,0040"	"0,0040"								
Counts	Counts	Counts	Counts	Counts	Counts	t[ns]	Intens.	t[ns]	Intens.	t[ns]	Intens.	t[ns]	Intens.
343	137	3	13	0	60	27.3235	9	27.3875	0	27.3308	29	27.4032	0
324	182	6	16	0	64	27.3308	3	27.3948	0	27.3381	28	27.4105	0
303	126	4	26	0	71	27.3381	5	27.4021	0	27.3455	26	27.4178	0
313	123	9	19	0	59	27.3455	12	27.4095	0	27.3528	34	27.4252	0
325	132	7	15	2	57	27.3528	13	27.4168	0	27.3601	33	27.4325	0
334	179	4	12	1	57	27.3601	9	27.4241	0	27.3675	27	27.4398	0
323	138	6	19	0	62	27.3675	13	27.4314	0	27.3748	27	27.4472	0
301	137	6	20	0	61	27.3748	16	27.4388	0	27.3821	31	27.4545	0
338	126	10	14	0	52	27.3821	11	27.4461	0	27.3894	25	27.4618	0
307	142	2	23	0	65	27.3894	14	27.4534	0	27.3968	25	27.4691	0
289	132	9	15	0	74	27.3968	15	27.4608	0	27.4041	30	27.4765	0
313	133	8	17	0	61	27.4041	12	27.4681	0	27.4114	16	27.4838	0
308	130	12	22	0	56	27.4114	9	27.4754	0	27.4188	28	27.4911	0
321	137	6	15	0	57	27.4188	13	27.4828	0	27.4261	37	27.4985	0
310	127	6	22	0	46	27.4261	14	27.4901	0	27.4334	24	27.5058	0
277	136	6	19	1	59	27.4334	9	27.4974	0	27.4408	27	27.5131	0
275	120	7	17	2	49	27.4408	10	27.5048	0	27.4481	31	27.5205	0
299	129	7	19	1	34	27.4481	17	27.5121	0	27.4554	27	27.5278	0
307	115	6	18	0	51	27.4554	10	27.5194	0	27.4628	18	27.5351	0
301	110	9	15	0	55	27.4628	12	27.5268	0	27.4701	20	27.5425	0
259	130	9	11	0	60	27.4701	13	27.5341	0	27.4774	29	27.5498	0
268	124	4	8	1	43	27.4774	14	27.5414	0	27.4847	23	27.5571	0
305	116	6	23	0	43	27.4847	10	27.5487	0	27.4921	27	27.5645	1
260	130	6	13	0	55	27.4921	7	27.5561	0	27.4994	26	27.5718	0
265	128	8	10	0	53	27.4994	11	27.5634	0	27.5067	35	27.5791	0
254	95	7	15	0	38	27.5067	11	27.5707	0	27.5141	22	27.5864	0
280	95	7	17	0	51	27.5141	10	27.5781	0	27.5214	24	27.5938	0
269	94	8	20	0	55	27.5214	9	27.5854	0	27.5287	27	27.6011	0
257	123	4	15	0	59	27.5287	11	27.5927	0	27.5361	24	27.6084	0
258	110	3	11	1	41	27.5361	9	27.6001	0	27.5434	30	27.6158	0
255	107	4	20	0	52	27.5434	16	27.6074	0	27.5507	28	27.6231	0
261	93	2	23	0	48	27.5507	15	27.6147	0	27.5581	29	27.6304	0
280	115	3	25	0	53	27.5581	14	27.6221	0	27.5654	25	27.6378	0
244	105	6	16	0	46	27.5654	15	27.6294	0	27.5727	23	27.6451	0
268	111	6	19	0	54	27.5727	19	27.6367	0	27.5801	25	27.6524	0
250	118	1	23	0	48	27.5801	12	27.6441	0	27.5874	26	27.6598	0
248	103	9	17	0	53	27.5874	15	27.6514	0	27.5947	26	27.6671	0
211	133	3	18	0	36	27.5947	14	27.6587	0	27.602	32	27.6744	0
223	92	6	11	0	43	27.602	13	27.666	1	27.6094	32	27.6817	1
227	102	4	15	1	43	27.6094	13	27.6734	0	27.6167	25	27.6891	0
231	107	8	18	0	57	27.6167	14	27.6807	0	27.624	27	27.6964	0
235	99	9	15	0	46	27.624	10	27.688	0	27.6314	22	27.7037	0
235	105	9	16	0	44	27.6314	12	27.6954	0	27.6387	31	27.7111	0
246	106	9	21	0	52	27.6387	13	27.7027	0	27.646	29	27.7184	0
229	90	6	17	0	35	27.646	10	27.71	0	27.6534	28	27.7257	1
218	92	2	18	1	35	27.6534	14	27.7174	0	27.6607	33	27.7331	0
212	108	7	15	0	42	27.6607	11	27.7247	0	27.668	27	27.7404	0
249	101	5	20	0	56	27.668	9	27.732	0	27.6754	24	27.7477	0
199	89	7	16	0	43	27.6754	9	27.7394	0	27.6827	26	27.7551	1
205	82	11	13	0	36	27.6827	6	27.7467	0	27.69	16	27.7624	0
229	91	12	15	1	35	27.69	12	27.754	0	27.6974	31	27.7697	0
205	94	5	12	1	39	27.6974	8	27.7614	0	27.7047	33	27.7771	0
206	98	5	12	0	48	27.7047	17	27.7687	0	27.712	37	27.7844	0
215	87	4	12	0	44	27.712	13	27.776	0	27.7193	28	27.7917	0
189	77	3	17	0	42	27.7193	6	27.7833	0	27.7267	33	27.799	0
225	109	5	9	0	28	27.7267	7	27.7907	0	27.734	32	27.8064	0
227	85	9	15	0	42	27.734	10	27.798	2	27.7413	36	27.8137	0
200	102	3	15	0	49	27.7413	16	27.8053	0	27.7487	26	27.821	1
209	93	6	14	0	39	27.7487	6	27.8127	0	27.756	35	27.8284	0
223	81	6	16	1	42	27.756	6	27.82	0	27.7633	25	27.8357	0
222	97	7	11	0	50	27.7633	11	27.8273	0	27.7707	29	27.843	0
196	82	3	14	2	50	27.7707	7	27.8347	0	27.778	26	27.8504	0
199	89	6	15	0	49	27.778	13	27.842	1	27.7853	20	27.8577	0
202	90	1	19	2	36	27.7853	12	27.8493	0	27.7927	24	27.865	0
193	86	9	11	0	41	27.7927	12	27.8567	0	27.8	26	27.8724	0
203	83	4	19	0	41	27.8	9	27.864	0	27.8073	23	27.8797	0
217	93	9	9	0	40	27.8073	8	27.8713	0	27.8147	30	27.887	0
203	88	10	22	0	38	27.8147	6	27.8787	0	27.822	17	27.8944	0
179	70	8	14	0	28	27.822	11	27.886	0	27.8293	24	27.9017	0
194	85	6	12	0	57	27.8293	11	27.8933	0	27.8366	19	27.909	0
186	71	10	22	0	42	27.8366	10	27.9006	0	27.844	25	27.9163	0
199	86	4	8	0	55	27.844	5	27.908	0	27.8513	19	27.9237	0
175	80	6	11	0	36	27.8513	12	27.9153	0	27.8586	25	27.931	0
192	97	6	7	0	28	27.8586	10	27.9226	0	27.866	16	27.9383	0
180	78	5	16	0	37	27.866	9	27.93	1	27.8733	21	27.9457	0
180	69	3	16	1	35	27.8733	6	27.9373	0	27.8806	28	27.953	0
188	77	4	16	0	31	27.8806	14	27.9446	0	27.888	30	27.9603	0
185	62	7	16	0	31	27.888	14	27.952	0	27.8953	30	27.9677	0
185	84	6	15	0	32	27.8953	16	27.9593	0	27.9026	22	27.975	0
180	64	5	8	0	33	27.9026	11	27.9666	0	27.91	28	27.9823	0
176	67	8	14	1	29	27.91	10	27.974	0	27.9173	20	27.9897	0
159	76	8	9	0	28	27.9173	10	27.9813	0	27.9246	33	27.997	0
177	82	2	13	0	32	27.9246	7	27.9886	0	27.932	27	28.0043	0
170	74	6	12	0	33	27.932	8	27.996	0	27.9393	26	28.0117	0
187	74	11	19	1	39	27.9393	9	28.0033	0	27.9466	24	28.019	0
166	80	5	8	0	37	27.9466	9	28.0106	0	27.9539	22	28.0263	1
162	86	8	11	0	49	27.9539	6	28.0179	0	27.9613	26	28.0336	0
164	67	2	13	0	27	27.9613	9	28.0253	0	27.9686	30	28.041	0
135	53	4	15	0	36	27.9686	8	28.0326	0	27.9759	26	28.0483	0
149	82	4	12	0	38	27.9759	12	28.0399	0	27.9833	32	28.0556	0
156	68	7	13	0	28	27.9833	15	28.0473	0	27.9906	22	28.063	0
169	67	4	18	0	32	27.9906	12	28.0546	0	27.9979	25	28.0703	0
177	59	4	12	1	35	27.9979	6	28.0619	0	28.0053	30	28.0776	0
173	73	5	16	0	35	28.0053	8	28.0693	0	28.0126	31	28.085	0
155	50	5	14	0	25	28.0126	13	28.0766	0	28.0199	23	28.0923	0
161	67	6	14	0	30	28.0199	15	28.0839	0	28.0273	24	28.0996	0
165	62	0	11	0	29	28.0273	14	28.0913	1	28.0346	32	28.107	0
146	66	3	13	0	31	28.0346	19	28.0986	0	28.0419	25	28.1143	0
155	74	9	8	0	31	28.0419	8	28.1059	0	28.0493	29	28.1216	0
182	84	7	13	0	31	28.0493	11	28.1133	0	28.0566	22	28.129	0
140	72	1	12	0	34	28.0566	12	28.1206	0	28.0639	27	28.1363	0
156	65	5	11	0	26	28.0639	10	28.1279	0	28.0712	31	28.1436	0
136	65	5	18	0	42	28.0712	12	28.1352	0	28.0786	30	28.1509	0
144	65	6	14	0	30	28.0786	14	28.1426	0	28.0859	32	28.1583	0
144	63	2	18	0	22	28.0859	11	28.1499	0	28.0932	22	28.1656	0
139	48	6	6	0	32	28.0932	16	28.1572	0	28.1006	31	28.1729	0
148	66	6	12	1	24	28.1006	18	28.1646	0	28.1079	26	28.1803	0
150	61	13	9	0	30	28.1079	13	28.1719	0	28.1152	25	28.1876	0
135	62	10	10	0	27	28.1152	8	28.1792	0	28.1226	30	28.1949	0
156	60	8	10	1	15	28.1226	19	28.1866	0	28.1299	27	28.2023	0
153	69	7	17	0	35	28.1299	11	28.1939	0	28.1372	26	28.2096	0
142	57	9	8	0	34	28.1372	6	28.2012	1	28.1446	28	28.2169	0
149	58	4	12	0	18	28.1446	15	28.2086	0	28.1519	23	28.2243	0
161	54	1	9	0	29	28.1519	18	28.2159	0	28.1592	35	28.2316	0
129	56	5	11	0	25	28.1592	14	28.2232	0	28.1666	32	28.2389	0
154	65	3	8	0	42	28.1666	4	28.2306	0	28.1739	25	28.2463	0
148	53	5	15	0	18	28.1739	8	28.2379	0	28.1812	19	28.2536	0
119	73	4	13	0	22	28.1812	9	28.2452	0	28.1885	28	28.2609	0
143	54	1	16	0	29	28.1885	15	28.2525	0	28.1959	27	28.2682	0
144	56	2	16	0	18	28.1959	15	28.2599	0	28.2032	32	28.2756	0
125	83	4	10	0	32	28.2032	14	28.2672	0	28.2105	30	28.2829	0
137	48	3	14	0	22	28.2105	14	28.2745	0	28.2179	24	28.2902	0
137	53	5	11	0	33	28.2179	11	28.2819	0	28.2252	22	28.2976	0
143	57	6	16	0	16	28.2252	16	28.2892	0	28.2325	31	28.3049	0
127	42	9	12	0	26	28.2325	11	28.2965	0	28.2399	28	28.3122	0
160	54	1	9	0	24	28.2399	14	28.3039	1	28.2472	23	28.3196	0
118	50	3	15	0	24	28.2472	14	28.3112	0	28.2545	27	28.3269	0
146	54	2	16	0	24	28.2545	14	28.3185	0	28.2619	25	28.3342	0
107	70	3	13	0	26	28.2619	7	28.3259	0	28.2692	31	28.3416	0
112	45	2	12	0	24	28.2692	7	28.3332	0	28.2765	22	28.3489	0
117	50	4	14	0	21	28.2765	14	28.3405	0	28.2839	26	28.3562	0
127	86	5	15	0	15	28.2839	11	28.3479	0	28.2912	33	28.3636	0
116	65	2	12	0	19	28.2912	10	28.3552	0	28.2985	28	28.3709	0
122	57	5	11	0	25	28.2985	8	28.3625	0	28.3058	22	28.3782	0
127	53	4	13	0	25	28.3058	7	28.3698	0	28.3132	20	28.3855	0
123	51	7	12	0	22	28.3132	9	28.3772	0	28.3205	15	28.3929	0
131	73	2	11	0	35	28.3205	15	28.3845	0	28.3278	27	28.4002	0
116	47	1	16	0	23	28.3278	11	28.3918	0	28.3352	25	28.4075	0
106	52	5	8	0	17	28.3352	5	28.3992	0	28.3425	30	28.4149	0
124	58	2	19	0	18	28.3425	9	28.4065	0	28.3498	22	28.4222	0
119	58	2	11	0	15	28.3498	9	28.4138	0	28.3572	24	28.4295	0
127	63	1	8	0	18	28.3572	11	28.4212	0	28.3645	34	28.4369	0
126	60	2	13	0	16	28.3645	13	28.4285	0	28.3718	34	28.4442	0
128	38	4	12	0	17	28.3718	14	28.4358	0	28.3792	34	28.4515	0
104	54	5	12	0	18	28.3792	12	28.4432	0	28.3865	27	28.4589	0
117	49	8	12	0	23	28.3865	12	28.4505	0	28.3938	37	28.4662	0
97	49	3	11	0	25	28.3938	12	28.4578	0	28.4012	21	28.4735	0
114	51	5	10	0	27	28.4012	5	28.4652	0	28.4085	24	28.4809	0
97	42	6	10	0	25	28.4085	14	28.4725	0	28.4158	23	28.4882	0
126	52	4	8	0	18	28.4158	9	28.4798	0	28.4231	26	28.4955	1
114	52	6	5	0	34	28.4231	11	28.4871	0	28.4305	31	28.5028	0
110	53	7	17	0	21	28.4305	8	28.4945	0	28.4378	23	28.5102	0
96	48	2	11	0	20	28.4378	9	28.5018	0	28.4451	23	28.5175	0
112	38	3	9	0	23	28.4451	5	28.5091	0	28.4525	23	28.5248	0
109	46	7	15	0	28	28.4525	9	28.5165	0	28.4598	35	28.5322	0
107	43	7	7	0	18	28.4598	6	28.5238	0	28.4671	21	28.5395	0
98	63	2	14	0	15	28.4671	12	28.5311	0	28.4745	28	28.5468	0
94	46	4	10	1	16	28.4745	5	28.5385	0	28.4818	31	28.5542	0
104	38	3	9	0	22	28.4818	11	28.5458	0	28.4891	34	28.5615	0
96	51	2	13	0	17	28.4891	9	28.5531	1	28.4965	34	28.5688	0
108	41	4	12	0	21	28.4965	12	28.5605	0	28.5038	31	28.5762	0
97	41	7	7	0	23	28.5038	10	28.5678	0	28.5111	20	28.5835	0
103	36	4	15	0	18	28.5111	8	28.5751	0	28.5185	23	28.5908	0
120	39	4	9	0	21	28.5185	8	28.5824	0	28.5258	24	28.5982	0
110	43	5	12	0	12	28.5258	11	28.5898	0	28.5331	25	28.6055	0
102	40	4	9	0	22	28.5331	9	28.5971	0	28.5404	28	28.6128	0
77	45	6	9	0	24	28.5404	11	28.6044	0	28.5478	27	28.6201	0
86	55	11	6	0	18	28.5478	8	28.6118	0	28.5551	28	28.6275	0
105	40	2	12	0	19	28.5551	14	28.6191	0	28.5624	25	28.6348	0
96	40	3	13	1	18	28.5624	10	28.6264	0	28.5698	25	28.6421	0
77	45	5	13	1	26	28.5698	8	28.6338	0	28.5771	21	28.6495	0
114	59	4	7	0	18	28.5771	16	28.6411	0	28.5844	24	28.6568	0
93	31	3	10	0	24	28.5844	11	28.6484	0	28.5918	27	28.6641	1
90	42	5	10	0	18	28.5918	9	28.6558	0	28.5991	22	28.6715	0
106	34	5	9	1	12	28.5991	10	28.6631	0	28.6064	32	28.6788	0
100	35	6	17	0	18	28.6064	13	28.6704	0	28.6138	21	28.6861	0
79	39	5	4	0	20	28.6138	8	28.6778	0	28.6211	22	28.6935	0
96	43	6	15	0	23	28.6211	11	28.6851	0	28.6284	22	28.7008	0
96	41	6	9	0	18	28.6284	7	28.6924	0	28.6358	26	28.7081	0
89	45	6	8	0	22	28.6358	13	28.6997	0	28.6431	22	28.7155	0
88	38	2	14	0	24	28.6431	9	28.7071	0	28.6504	22	28.7228	0
106	37	7	7	0	18	28.6504	13	28.7144	0	28.6577	24	28.7301	0
91	46	6	10	0	18	28.6577	5	28.7217	0	28.6651	30	28.7374	0
89	45	4	5	0	20	28.6651	7	28.7291	0	28.6724	31	28.7448	0
105	28	1	6	0	21	28.6724	14	28.7364	0	28.6797	27	28.7521	0
94	28	4	7	0	14	28.6797	9	28.7437	0	28.6871	21	28.7594	1
104	44	5	9	0	15	28.6871	9	28.7511	0	28.6944	19	28.7668	0
91	34	3	14	0	15	28.6944	8	28.7584	0	28.7017	24	28.7741	0
84	45	2	10	0	22	28.7017	13	28.7657	1	28.7091	20	28.7814	0
94	56	2	12	0	20	28.7091	6	28.7731	0	28.7164	21	28.7888	0
84	44	0	7	0	13	28.7164	10	28.7804	0	28.7237	36	28.7961	0
95	31	5	8	0	16	28.7237	13	28.7877	0	28.7311	31	28.8034	0
91	22	7	12	0	12	28.7311	9	28.7951	0	28.7384	23	28.8108	1
83	32	4	14	0	18	28.7384	12	28.8024	0	28.7457	27	28.8181	0
84	50	2	10	1	17	28.7457	13	28.8097	0	28.7531	20	28.8254	0
86	36	4	9	0	19	28.7531	12	28.817	0	28.7604	18	28.8328	0
96	34	5	10	1	17	28.7604	6	28.8244	0	28.7677	26	28.8401	0
80	39	4	9	0	22	28.7677	10	28.8317	0	28.775	21	28.8474	0
70	32	5	16	0	16	28.775	6	28.839	0	28.7824	17	28.8547	0
86	36	3	9	0	12	28.7824	16	28.8464	0	28.7897	16	28.8621	0
78	42	3	9	0	15	28.7897	7	28.8537	0	28.797	33	28.8694	0
86	52	2	11	0	8	28.797	11	28.861	0	28.8044	28	28.8767	0
96	36	4	9	1	19	28.8044	8	28.8684	0	28.8117	24	28.8841	0
102	34	4	6	0	10	28.8117	8	28.8757	1	28.819	16	28.8914	0
81	39	4	10	0	16	28.819	8	28.883	0	28.8264	29	28.8987	0
77	37	6	10	0	18	28.8264	13	28.8904	0	28.8337	18	28.9061	0
75	33	3	12	0	10	28.8337	13	28.8977	0	28.841	28	28.9134	0
101	37	6	8	0	18	28.841	9	28.905	0	28.8484	26	28.9207	0
64	32	2	14	0	15	28.8484	7	28.9124	0	28.8557	20	28.9281	0
86	40	6	13	0	17	28.8557	14	28.9197	0	28.863	21	28.9354	0
92	33	5	8	0	13	28.863	12	28.927	0	28.8704	28	28.9427	0
69	36	8	16	0	12	28.8704	4	28.9343	0	28.8777	24	28.9501	0
81	38	6	6	0	21	28.8777	9	28.9417	0	28.885	20	28.9574	0
78	26	1	12	0	13	28.885	11	28.949	0	28.8923	15	28.9647	0
72	36	4	11	0	16	28.8923	10	28.9563	0	28.8997	9	28.972	0
79	30	3	5	0	20	28.8997	4	28.9637	0	28.907	17	28.9794	0
81	43	4	7	0	12	28.907	8	28.971	0	28.9143	34	28.9867	0
61	31	1	5	1	19	28.9143	14	28.9783	0	28.9217	21	28.994	0
73	24	7	9	0	11	28.9217	13	28.9857	0	28.929	19	29.0014	0
93	35	2	11	0	17	28.929	10	28.993	0	28.9363	32	29.0087	0
71	26	2	12	0	15	28.9363	12	29.0003	1	28.9437	26	29.016	0
82	42	4	9	0	23	28.9437	6	29.0077	0	28.951	20	29.0234	0
72	36	5	9	0	14	28.951	11	29.015	0	28.9583	34	29.0307	1
78	28	7	9	0	10	28.9583	14	29.0223	0	28.9657	27	29.038	0
75	36	6	12	0	11	28.9657	11	29.0297	0	28.973	19	29.0454	0
76	33	5	7	0	16	28.973	12	29.037	0	28.9803	17	29.0527	1
67	26	3	8	0	16	28.9803	11	29.0443	0	28.9877	29	29.06	0
77	35	2	11	0	13	28.9877	7	29.0516	0	28.995	21	29.0674	0
79	26	4	11	0	14	28.995	12	29.059	0	29.0023	25	29.0747	0
72	35	1	8	0	21	29.0023	15	29.0663	0	29.0096	23	29.082	0
83	29	2	14	0	14	29.0096	14	29.0736	0	29.017	27	29.0893	0
67	23	2	11	0	11	29.017	7	29.081	0	29.0243	24	29.0967	0
73	21	4	8	0	10	29.0243	10	29.0883	0	29.0316	16	29.104	0
73	27	6	11	0	12	29.0316	8	29.0956	0	29.039	21	29.1113	0
66	38	3	10	0	13	29.039	19	29.103	0	29.0463	15	29.1187	0
73	28	1	13	1	17	29.0463	13	29.1103	0	29.0536	19	29.126	0
71	26	4	4	0	17	29.0536	13	29.1176	0	29.061	26	29.1333	0
66	30	3	12	0	8	29.061	11	29.125	0	29.0683	23	29.1407	0
61	30	3	10	0	20	29.0683	12	29.1323	0	29.0756	13	29.148	0
74	24	9	7	1	14	29.0756	12	29.1396	0	29.083	24	29.1553	0
81	36	3	7	0	12	29.083	8	29.147	0	29.0903	34	29.1627	0
62	29	1	8	0	18	29.0903	11	29.1543	0	29.0976	30	29.17	0
73	38	0	17	0	14	29.0976	10	29.1616	0	29.1049	30	29.1773	0
80	21	2	7	0	16	29.1049	16	29.1689	0	29.1123	32	29.1847	0
82	21	1	11	0	12	29.1123	13	29.1763	0	29.1196	21	29.192	0
79	29	7	13	0	10	29.1196	9	29.1836	0	29.1269	23	29.1993	0
73	22	2	7	0	14	29.1269	13	29.1909	0	29.1343	40	29.2066	0
59	28	7	9	0	12	29.1343	15	29.1983	0	29.1416	21	29.214	0
58	27	3	13	0	16	29.1416	15	29.2056	1	29.1489	24	29.2213	0
75	25	2	11	0	16	29.1489	15	29.2129	0	29.1563	21	29.2286	0
61	26	2	7	0	12	29.1563	16	29.2203	0	29.1636	18	29.236	0
80	23	2	11	0	9	29.1636	10	29.2276	0	29.1709	24	29.2433	0
69	30	4	5	0	15	29.1709	5	29.2349	0	29.1783	29	29.2506	1
70	23	3	8	0	14	29.1783	12	29.2423	0	29.1856	23	29.258	0
67	26	1	15	0	15	29.1856	11	29.2496	0	29.1929	20	29.2653	0
62	39	8	13	0	12	29.1929	8	29.2569	0	29.2003	26	29.2726	0
68	24	6	12	0	16	29.2003	7	29.2643	0	29.2076	18	29.28	1
67	28	5	11	0	16	29.2076	9	29.2716	0	29.2149	20	29.2873	0
57	21	3	5	0	18	29.2149	12	29.2789	0	29.2222	18	29.2946	0
67	28	4	8	0	15	29.2222	14	29.2862	0	29.2296	21	29.3019	1
67	42	3	6	0	11	29.2296	11	29.2936	0	29.2369	16	29.3093	0
67	25	3	13	0	12	29.2369	13	29.3009	0	29.2442	23	29.3166	0
60	28	9	16	0	12	29.2442	10	29.3082	0	29.2516	24	29.3239	0
61	28	1	10	0	16	29.2516	7	29.3156	0	29.2589	24	29.3313	0
73	32	7	5	0	13	29.2589	14	29.3229	0	29.2662	19	29.3386	0
61	30	3	7	0	11	29.2662	15	29.3302	0	29.2736	24	29.3459	0
63	16	8	9	0	14	29.2736	10	29.3376	0	29.2809	18	29.3533	0
55	29	4	8	0	19	29.2809	12	29.3449	0	29.2882	22	29.3606	0
69	20	1	6	0	15	29.2882	10	29.3522	0	29.2956	17	29.3679	0
61	21	3	10	0	12	29.2956	12	29.3596	0	29.3029	13	29.3753	0
64	28	2	9	0	7	29.3029	17	29.3669	0	29.3102	16	29.3826	0
62	31	5	9	0	11	29.3102	11	29.3742	0	29.3176	29	29.3899	0
73	29	4	12	0	12	29.3176	9	29.3816	0	29.3249	29	29.3973	0
60	18	1	13	0	10	29.3249	10	29.3889	0	29.3322	24	29.4046	0
62	18	3	3	1	11	29.3322	8	29.3962	0	29.3395	27	29.4119	0
56	23	5	3	0	5	29.3395	10	29.4035	1	29.3469	20	29.4192	0
69	22	2	2	0	7	29.3469	6	29.4109	0	29.3542	35	29.4266	0
63	33	2	10	0	4	29.3542	14	29.4182	0	29.3615	19	29.4339	0
57	20	4	10	0	14	29.3615	13	29.4255	0	29.3689	22	29.4412	0
68	26	3	14	0	21	29.3689	8	29.4329	0	29.3762	27	29.4486	0
61	24	4	6	0	12	29.3762	6	29.4402	0	29.3835	21	29.4559	0
49	19	1	7	0	10	29.3835	11	29.4475	0	29.3909	23	29.4632	0
44	28	4	7	0	6	29.3909	10	29.4549	0	29.3982	22	29.4706	0
54	25	3	5	0	9	29.3982	9	29.4622	0	29.4055	18	29.4779	0
50	24	4	6	0	12	29.4055	5	29.4695	1	29.4129	16	29.4852	0
58	28	5	6	0	9	29.4129	12	29.4769	0	29.4202	20	29.4926	0
59	24	2	6	0	12	29.4202	15	29.4842	0	29.4275	22	29.4999	0
65	23	4	4	0	9	29.4275	6	29.4915	0	29.4349	22	29.5072	0
56	24	3	10	0	9	29.4349	5	29.4989	0	29.4422	22	29.5146	0
60	20	6	8	0	7	29.4422	8	29.5062	0	29.4495	16	29.5219	0
79	29	2	11	0	10	29.4495	19	29.5135	0	29.4568	15	29.5292	0
49	28	6	3	0	13	29.4568	12	29.5208	0	29.4642	22	29.5365	0
59	20	3	8	0	11	29.4642	11	29.5282	0	29.4715	17	29.5439	0
60	15	4	8	0	13	29.4715	9	29.5355	0	29.4788	23	29.5512	0
49	34	3	8	0	11	29.4788	6	29.5428	0	29.4862	14	29.5585	0
56	23	5	16	0	11	29.4862	11	29.5502	0	29.4935	18	29.5659	0
55	19	2	10	0	11	29.4935	9	29.5575	0	29.5008	22	29.5732	0
52	22	2	13	0	11	29.5008	14	29.5648	0	29.5082	15	29.5805	0
57	24	6	10	0	11	29.5082	2	29.5722	0	29.5155	19	29.5879	0
65	21	8	4	0	8	29.5155	8	29.5795	0	29.5228	33	29.5952	0
57	17	4	9	0	11	29.5228	7	29.5868	1	29.5302	16	29.6025	0
53	22	2	12	0	17	29.5302	16	29.5942	1	29.5375	14	29.6099	0
48	23	0	7	0	10	29.5375	8	29.6015	0	29.5448	31	29.6172	0
45	23	4	5	0	9	29.5448	10	29.6088	0	29.5522	20	29.6245	0
56	23	2	9	0	13	29.5522	18	29.6162	0	29.5595	28	29.6319	0
51	24	3	9	0	12	29.5595	15	29.6235	0	29.5668	20	29.6392	0
45	22	3	11	0	10	29.5668	6	29.6308	0	29.5741	15	29.6465	0
42	27	2	8	0	6	29.5741	14	29.6381	0	29.5815	19	29.6538	0
51	23	1	9	0	7	29.5815	8	29.6455	0	29.5888	22	29.6612	0
47	17	1	7	0	15	29.5888	8	29.6528	0	29.5961	18	29.6685	0
61	18	7	7	0	15	29.5961	12	29.6601	0	29.6035	17	29.6758	0
51	21	3	8	0	13	29.6035	10	29.6675	0	29.6108	32	29.6832	0
41	27	0	6	0	10	29.6108	6	29.6748	0	29.6181	15	29.6905	0
46	23	8	8	0	9	29.6181	8	29.6821	0	29.6255	12	29.6978	0
45	30	2	11	0	10	29.6255	8	29.6895	0	29.6328	18	29.7052	0
44	25	3	9	0	5	29.6328	9	29.6968	0	29.6401	17	29.7125	0
58	20	4	6	0	13	29.6401	9	29.7041	0	29.6475	11	29.7198	0
40	26	1	5	0	10	29.6475	9	29.7115	0	29.6548	29	29.7272	0
58	16	2	12	0	13	29.6548	16	29.7188	0	29.6621	19	29.7345	0
44	19	2	7	0	6	29.6621	9	29.7261	0	29.6695	14	29.7418	0
56	21	0	11	0	8	29.6695	8	29.7335	0	29.6768	19	29.7492	0
52	20	7	11	0	7	29.6768	9	29.7408	0	29.6841	14	29.7565	0
42	29	3	6	0	11	29.6841	8	29.7481	0	29.6914	21	29.7638	0
53	29	5	6	0	3	29.6914	10	29.7554	0	29.6988	17	29.7711	1
50	23	4	9	0	6	29.6988	6	29.7628	0	29.7061	24	29.7785	0
51	28	2	7	0	6	29.7061	12	29.7701	0	29.7134	24	29.7858	0
49	23	2	5	0	4	29.7134	11	29.7774	0	29.7208	17	29.7931	0
43	27	2	7	0	5	29.7208	6	29.7848	0	29.7281	19	29.8005	0
54	14	5	8	0	14	29.7281	9	29.7921	0	29.7354	18	29.8078	0
53	16	4	7	0	9	29.7354	7	29.7994	0	29.7428	18	29.8151	0
35	32	1	10	0	16	29.7428	7	29.8068	0	29.7501	18	29.8225	0
55	24	2	7	0	12	29.7501	8	29.8141	0	29.7574	14	29.8298	0
51	21	5	5	0	13	29.7574	5	29.8214	0	29.7648	10	29.8371	0
59	22	6	8	0	9	29.7648	6	29.8288	0	29.7721	21	29.8445	0
43	20	5	9	0	7	29.7721	11	29.8361	0	29.7794	25	29.8518	0
40	10	4	5	0	8	29.7794	6	29.8434	1	29.7868	20	29.8591	0
29	21	5	8	0	6	29.7868	7	29.8508	0	29.7941	15	29.8665	0
62	21	5	10	0	9	29.7941	4	29.8581	0	29.8014	20	29.8738	0
35	30	1	8	0	8	29.8014	3	29.8654	0	29.8087	19	29.8811	0
43	27	2	9	0	6	29.8087	6	29.8727	0	29.8161	14	29.8884	0
44	9	8	8	0	6	29.8161	1	29.8801	0	29.8234	18	29.8958	0
54	21	3	8	0	6	29.8234	6	29.8874	0	29.8307	17	29.9031	0
47	21	3	9	0	10	29.8307	7	29.8947	0	29.8381	13	29.9104	0
40	16	2	8	0	9	29.8381	5	29.9021	0	29.8454	16	29.9178	0
39	18	3	6	0	4	29.8454	7	29.9094	0	29.8527	17	29.9251	0
37	15	2	7	0	10	29.8527	5	29.9167	0	29.8601	10	29.9324	0
51	18	5	8	0	12	29.8601	7	29.9241	0	29.8674	14	29.9398	0
