#PicoHarp 300  Histogram Data			02/09/2013 15:34										
#channels per curve													
11000													
#display curve no.													
0	1	2	3	4	5								
memory block no.													
P-grnf1	P-grnf2	IRF1	IRF2	4	P_redfilter								
#ns/channel													
"0,0040"	"0,0040"	"0,0040"	"0,0040"	"0,0040"	"0,0040"								
Counts	Counts	Counts	Counts	Counts	Counts	t[ns]	Intens.	t[ns]	Intens.	t[ns]	Intens.	t[ns]	Intens.
16	10	0	3	0	4	10.3883	115	10.4523	0	10.3957	1449	10.468	0
12	12	4	3	0	3	10.3957	137	10.4597	0	10.403	1560	10.4754	0
22	4	2	4	0	9	10.403	130	10.467	0	10.4103	1443	10.4827	0
31	9	4	10	0	3	10.4103	117	10.4743	0	10.4177	1490	10.49	1
17	6	3	7	0	4	10.4177	111	10.4817	0	10.425	1426	10.4974	0
22	11	1	6	0	4	10.425	120	10.489	0	10.4323	1363	10.5047	0
11	10	4	9	0	2	10.4323	130	10.4963	0	10.4397	1487	10.512	0
18	3	2	4	0	6	10.4397	116	10.5037	0	10.447	1497	10.5194	0
23	4	2	4	0	5	10.447	125	10.511	0	10.4543	1441	10.5267	0
23	13	2	7	0	3	10.4543	133	10.5183	0	10.4617	1446	10.534	0
16	6	3	3	0	2	10.4617	144	10.5257	0	10.469	1515	10.5414	0
20	9	4	8	0	7	10.469	144	10.533	0	10.4763	1420	10.5487	0
29	3	5	4	0	3	10.4763	124	10.5403	0	10.4836	1432	10.556	0
20	8	2	4	0	1	10.4836	111	10.5476	0	10.491	1482	10.5633	0
19	10	5	4	0	7	10.491	107	10.555	0	10.4983	1456	10.5707	0
15	6	1	7	0	4	10.4983	128	10.5623	0	10.5056	1418	10.578	0
18	10	0	3	0	1	10.5056	108	10.5696	0	10.513	1529	10.5853	0
21	12	1	6	0	4	10.513	123	10.577	0	10.5203	1429	10.5927	0
19	10	1	5	0	9	10.5203	136	10.5843	0	10.5276	1370	10.6	0
10	8	6	4	0	6	10.5276	122	10.5916	0	10.535	1429	10.6073	0
15	14	2	4	0	5	10.535	133	10.599	0	10.5423	1356	10.6147	0
25	4	4	5	0	3	10.5423	123	10.6063	0	10.5496	1436	10.622	0
17	12	2	12	0	3	10.5496	100	10.6136	0	10.557	1410	10.6293	0
15	6	0	9	0	3	10.557	114	10.621	0	10.5643	1401	10.6367	0
13	10	1	5	0	5	10.5643	117	10.6283	0	10.5716	1451	10.644	0
21	4	3	7	0	4	10.5716	122	10.6356	0	10.579	1426	10.6513	0
28	8	2	2	0	3	10.579	111	10.643	0	10.5863	1374	10.6587	0
15	11	3	3	0	6	10.5863	136	10.6503	0	10.5936	1381	10.666	0
20	9	4	5	0	4	10.5936	119	10.6576	0	10.6009	1397	10.6733	2
27	6	0	4	0	5	10.6009	102	10.6649	0	10.6083	1375	10.6806	0
27	13	3	3	0	5	10.6083	124	10.6723	0	10.6156	1425	10.688	0
16	11	3	3	0	4	10.6156	109	10.6796	0	10.6229	1295	10.6953	0
21	3	3	6	0	3	10.6229	122	10.6869	0	10.6303	1375	10.7026	2
22	3	3	6	0	1	10.6303	101	10.6943	1	10.6376	1358	10.71	0
14	10	1	4	0	2	10.6376	115	10.7016	0	10.6449	1348	10.7173	0
12	7	1	7	0	3	10.6449	109	10.7089	0	10.6523	1456	10.7246	0
23	5	2	0	0	4	10.6523	125	10.7163	0	10.6596	1364	10.732	1
10	10	4	10	0	1	10.6596	103	10.7236	0	10.6669	1400	10.7393	0
19	7	2	8	0	5	10.6669	108	10.7309	0	10.6743	1406	10.7466	0
22	10	3	4	0	5	10.6743	125	10.7383	0	10.6816	1377	10.754	0
17	8	3	4	0	5	10.6816	114	10.7456	0	10.6889	1435	10.7613	0
20	6	0	8	0	4	10.6889	131	10.7529	0	10.6963	1353	10.7686	0
19	9	2	4	0	4	10.6963	129	10.7603	0	10.7036	1375	10.776	0
15	6	0	9	0	5	10.7036	119	10.7676	0	10.7109	1422	10.7833	0
11	12	4	7	0	1	10.7109	101	10.7749	0	10.7182	1330	10.7906	0
17	14	3	4	0	6	10.7182	119	10.7822	0	10.7256	1366	10.7979	0
19	7	2	10	0	6	10.7256	118	10.7896	0	10.7329	1430	10.8053	0
26	10	3	6	0	2	10.7329	123	10.7969	0	10.7402	1385	10.8126	1
19	8	0	3	0	3	10.7402	104	10.8042	0	10.7476	1385	10.8199	0
9	12	4	4	0	3	10.7476	104	10.8116	0	10.7549	1314	10.8273	0
23	12	2	5	0	2	10.7549	96	10.8189	1	10.7622	1342	10.8346	0
18	10	1	9	0	5	10.7622	126	10.8262	0	10.7696	1319	10.8419	0
19	6	4	3	0	0	10.7696	112	10.8336	0	10.7769	1307	10.8493	0
17	15	4	6	0	6	10.7769	110	10.8409	0	10.7842	1365	10.8566	0
20	12	0	10	0	4	10.7842	116	10.8482	0	10.7916	1299	10.8639	0
17	13	1	3	0	2	10.7916	113	10.8556	1	10.7989	1294	10.8713	0
24	9	2	5	0	5	10.7989	107	10.8629	0	10.8062	1333	10.8786	0
16	5	3	7	0	0	10.8062	100	10.8702	0	10.8136	1330	10.8859	0
14	10	1	3	0	2	10.8136	114	10.8775	0	10.8209	1320	10.8933	1
18	10	3	6	0	5	10.8209	115	10.8849	0	10.8282	1334	10.9006	0
21	10	1	5	0	4	10.8282	92	10.8922	1	10.8355	1234	10.9079	0
18	5	2	3	0	5	10.8355	108	10.8995	0	10.8429	1329	10.9152	0
21	10	1	5	0	3	10.8429	121	10.9069	0	10.8502	1287	10.9226	0
19	7	2	7	0	0	10.8502	101	10.9142	0	10.8575	1265	10.9299	0
23	8	0	4	0	5	10.8575	104	10.9215	0	10.8649	1297	10.9372	0
21	12	2	7	0	3	10.8649	115	10.9289	0	10.8722	1265	10.9446	0
18	6	3	8	0	2	10.8722	93	10.9362	0	10.8795	1316	10.9519	0
13	7	4	1	0	5	10.8795	96	10.9435	0	10.8869	1282	10.9592	0
16	8	2	5	0	5	10.8869	120	10.9509	0	10.8942	1311	10.9666	0
22	8	5	3	0	3	10.8942	109	10.9582	0	10.9015	1312	10.9739	0
23	11	4	1	0	3	10.9015	106	10.9655	0	10.9089	1220	10.9812	0
18	8	1	3	0	4	10.9089	109	10.9729	0	10.9162	1236	10.9886	0
15	13	1	6	0	7	10.9162	126	10.9802	0	10.9235	1350	10.9959	0
19	9	2	4	0	5	10.9235	107	10.9875	0	10.9309	1254	11.0032	0
17	11	5	5	0	2	10.9309	110	10.9948	0	10.9382	1262	11.0106	0
23	9	3	6	0	2	10.9382	108	11.0022	0	10.9455	1213	11.0179	0
18	5	2	9	0	2	10.9455	104	11.0095	0	10.9528	1222	11.0252	0
14	12	1	7	0	3	10.9528	106	11.0168	0	10.9602	1296	11.0325	0
21	4	2	2	0	5	10.9602	112	11.0242	0	10.9675	1320	11.0399	0
12	8	1	4	0	3	10.9675	110	11.0315	0	10.9748	1250	11.0472	0
21	8	2	6	0	4	10.9748	101	11.0388	0	10.9822	1237	11.0545	0
12	12	2	5	0	3	10.9822	122	11.0462	0	10.9895	1284	11.0619	0
20	6	3	5	0	5	10.9895	113	11.0535	0	10.9968	1262	11.0692	0
21	7	0	1	0	4	10.9968	112	11.0608	1	11.0042	1273	11.0765	0
26	7	2	3	0	4	11.0042	91	11.0682	0	11.0115	1297	11.0839	0
15	2	2	8	0	2	11.0115	94	11.0755	0	11.0188	1229	11.0912	0
26	11	4	0	0	5	11.0188	119	11.0828	0	11.0262	1266	11.0985	0
22	6	2	6	0	3	11.0262	102	11.0902	0	11.0335	1232	11.1059	0
17	5	1	4	0	1	11.0335	112	11.0975	0	11.0408	1256	11.1132	0
12	8	1	4	0	4	11.0408	107	11.1048	0	11.0482	1271	11.1205	0
21	6	4	4	0	4	11.0482	87	11.1121	0	11.0555	1199	11.1279	0
12	15	3	5	0	5	11.0555	104	11.1195	0	11.0628	1252	11.1352	0
13	11	2	5	0	3	11.0628	118	11.1268	0	11.0701	1233	11.1425	0
20	8	2	4	0	4	11.0701	102	11.1341	0	11.0775	1256	11.1498	0
14	9	0	6	0	7	11.0775	97	11.1415	0	11.0848	1176	11.1572	0
21	8	3	7	0	5	11.0848	101	11.1488	1	11.0921	1208	11.1645	0
22	4	1	5	0	3	11.0921	101	11.1561	0	11.0995	1276	11.1718	0
20	6	1	4	0	7	11.0995	102	11.1635	0	11.1068	1294	11.1792	0
11	9	4	2	0	3	11.1068	91	11.1708	0	11.1141	1174	11.1865	1
11	5	3	10	0	3	11.1141	90	11.1781	0	11.1215	1163	11.1938	0
22	10	4	4	0	3	11.1215	83	11.1855	0	11.1288	1156	11.2012	0
21	4	5	4	0	7	11.1288	98	11.1928	0	11.1361	1211	11.2085	0
18	4	4	6	1	4	11.1361	114	11.2001	0	11.1435	1215	11.2158	0
19	7	3	6	0	3	11.1435	95	11.2075	0	11.1508	1187	11.2232	0
18	6	1	7	0	5	11.1508	106	11.2148	0	11.1581	1161	11.2305	0
16	8	6	4	0	4	11.1581	111	11.2221	0	11.1655	1245	11.2378	0
11	7	4	9	0	5	11.1655	114	11.2294	0	11.1728	1241	11.2452	0
19	9	0	5	0	0	11.1728	112	11.2368	0	11.1801	1233	11.2525	1
20	8	2	9	0	3	11.1801	80	11.2441	0	11.1874	1154	11.2598	0
26	4	3	3	0	6	11.1874	105	11.2514	0	11.1948	1163	11.2671	0
19	10	0	3	0	3	11.1948	94	11.2588	0	11.2021	1116	11.2745	0
21	6	0	11	0	3	11.2021	100	11.2661	1	11.2094	1162	11.2818	0
23	11	6	1	0	2	11.2094	89	11.2734	0	11.2168	1187	11.2891	0
12	13	3	3	0	3	11.2168	84	11.2808	0	11.2241	1181	11.2965	1
12	7	3	7	0	2	11.2241	94	11.2881	0	11.2314	1206	11.3038	0
14	10	5	3	0	6	11.2314	108	11.2954	1	11.2388	1139	11.3111	0
18	11	4	7	0	2	11.2388	98	11.3028	0	11.2461	1142	11.3185	0
19	7	1	7	0	5	11.2461	109	11.3101	1	11.2534	1178	11.3258	0
20	11	1	5	0	5	11.2534	70	11.3174	0	11.2608	1218	11.3331	0
11	7	5	6	1	6	11.2608	89	11.3248	0	11.2681	1156	11.3405	0
14	8	1	6	0	1	11.2681	106	11.3321	0	11.2754	1159	11.3478	0
20	13	3	4	0	2	11.2754	92	11.3394	0	11.2827	1145	11.3551	0
15	5	1	5	0	6	11.2827	119	11.3467	0	11.2901	1095	11.3625	0
12	11	2	5	0	1	11.2901	106	11.3541	0	11.2974	1137	11.3698	0
15	12	4	2	0	3	11.2974	80	11.3614	0	11.3047	1111	11.3771	0
25	8	1	4	0	1	11.3047	105	11.3687	0	11.3121	1124	11.3844	0
21	12	1	4	0	8	11.3121	100	11.3761	0	11.3194	1105	11.3918	0
14	6	4	12	0	4	11.3194	93	11.3834	0	11.3267	1150	11.3991	0
16	10	0	7	0	3	11.3267	92	11.3907	0	11.3341	1054	11.4064	0
18	9	4	3	0	5	11.3341	91	11.3981	0	11.3414	1151	11.4138	0
22	6	2	4	0	1	11.3414	98	11.4054	0	11.3487	1171	11.4211	0
16	8	7	4	0	3	11.3487	99	11.4127	0	11.3561	1078	11.4284	0
20	7	2	7	0	3	11.3561	88	11.4201	0	11.3634	1066	11.4358	0
10	11	2	5	0	2	11.3634	94	11.4274	0	11.3707	1099	11.4431	0
37	6	1	3	0	2	11.3707	97	11.4347	0	11.3781	1192	11.4504	0
17	5	3	3	0	1	11.3781	93	11.4421	1	11.3854	1123	11.4578	0
11	4	0	10	0	3	11.3854	110	11.4494	0	11.3927	1094	11.4651	1
22	7	0	6	0	1	11.3927	101	11.4567	0	11.4	1129	11.4724	0
15	12	2	8	0	5	11.4	100	11.464	0	11.4074	1132	11.4798	0
13	8	0	8	0	4	11.4074	104	11.4714	0	11.4147	1100	11.4871	0
17	5	3	6	0	5	11.4147	95	11.4787	0	11.422	1092	11.4944	0
22	6	3	10	0	10	11.422	94	11.486	0	11.4294	1127	11.5017	0
13	9	2	5	0	0	11.4294	100	11.4934	0	11.4367	1090	11.5091	0
19	10	3	5	0	4	11.4367	103	11.5007	0	11.444	1123	11.5164	0
20	8	1	7	0	2	11.444	80	11.508	0	11.4514	1071	11.5237	0
22	8	0	8	0	2	11.4514	111	11.5154	0	11.4587	1037	11.5311	0
19	6	2	6	0	2	11.4587	104	11.5227	0	11.466	1120	11.5384	0
14	13	2	3	0	3	11.466	87	11.53	0	11.4734	1080	11.5457	0
19	6	3	4	0	7	11.4734	96	11.5374	0	11.4807	1084	11.5531	0
24	9	3	1	0	2	11.4807	97	11.5447	1	11.488	1101	11.5604	0
15	10	2	6	0	4	11.488	101	11.552	1	11.4954	1085	11.5677	0
21	11	1	5	0	5	11.4954	100	11.5594	0	11.5027	1082	11.5751	0
20	9	3	5	0	4	11.5027	94	11.5667	0	11.51	1057	11.5824	0
18	8	3	5	0	1	11.51	87	11.574	0	11.5173	1079	11.5897	0
16	9	0	8	0	10	11.5173	95	11.5813	0	11.5247	1089	11.597	0
17	5	0	2	0	5	11.5247	98	11.5887	0	11.532	1097	11.6044	0
22	10	2	2	0	2	11.532	87	11.596	0	11.5393	1076	11.6117	0
19	10	3	4	0	2	11.5393	93	11.6033	0	11.5467	1059	11.619	0
11	5	3	9	0	2	11.5467	100	11.6107	0	11.554	1084	11.6264	0
19	15	1	5	0	4	11.554	106	11.618	0	11.5613	1131	11.6337	0
21	7	2	6	0	3	11.5613	90	11.6253	0	11.5687	1100	11.641	0
19	11	4	7	0	2	11.5687	99	11.6327	0	11.576	1003	11.6484	0
16	7	1	0	0	2	11.576	93	11.64	0	11.5833	1089	11.6557	0
26	10	4	5	0	7	11.5833	89	11.6473	0	11.5907	1030	11.663	0
19	10	2	6	0	1	11.5907	77	11.6547	0	11.598	1089	11.6704	0
27	7	9	2	0	4	11.598	93	11.662	0	11.6053	1046	11.6777	0
17	14	2	4	0	4	11.6053	107	11.6693	0	11.6127	1031	11.685	0
17	7	2	1	0	3	11.6127	111	11.6767	0	11.62	1022	11.6924	0
15	6	1	7	0	2	11.62	94	11.684	0	11.6273	1096	11.6997	0
18	8	1	5	0	5	11.6273	89	11.6913	0	11.6346	1078	11.707	0
17	10	0	6	0	5	11.6346	91	11.6986	0	11.642	1104	11.7143	0
17	7	2	4	0	4	11.642	94	11.706	0	11.6493	1067	11.7217	0
18	8	3	2	0	4	11.6493	103	11.7133	0	11.6566	980	11.729	0
17	12	2	3	0	11	11.6566	94	11.7206	0	11.664	1033	11.7363	0
26	8	3	7	0	7	11.664	77	11.728	0	11.6713	1056	11.7437	0
19	9	3	4	0	2	11.6713	98	11.7353	0	11.6786	967	11.751	0
18	9	3	6	0	3	11.6786	94	11.7426	0	11.686	1039	11.7583	0
21	10	1	4	0	6	11.686	103	11.75	1	11.6933	1005	11.7657	0
17	10	2	4	0	7	11.6933	79	11.7573	0	11.7006	1029	11.773	0
27	6	6	9	0	4	11.7006	88	11.7646	0	11.708	1042	11.7803	0
23	10	1	6	0	3	11.708	86	11.772	0	11.7153	1071	11.7877	1
19	9	2	7	0	5	11.7153	90	11.7793	0	11.7226	998	11.795	0
18	8	4	6	0	0	11.7226	80	11.7866	0	11.73	1013	11.8023	0
23	10	0	5	0	3	11.73	95	11.794	0	11.7373	1054	11.8097	0
15	9	2	10	0	2	11.7373	90	11.8013	0	11.7446	1013	11.817	0
19	4	2	5	0	4	11.7446	86	11.8086	0	11.7519	1028	11.8243	0
18	6	0	4	0	4	11.7519	98	11.8159	0	11.7593	994	11.8316	0
23	4	2	8	0	3	11.7593	79	11.8233	0	11.7666	1002	11.839	0
18	5	4	6	0	9	11.7666	85	11.8306	0	11.7739	1070	11.8463	0
24	5	3	3	0	7	11.7739	87	11.8379	1	11.7813	958	11.8536	0
19	8	3	7	0	0	11.7813	81	11.8453	0	11.7886	1012	11.861	0
14	9	1	7	0	6	11.7886	88	11.8526	0	11.7959	1013	11.8683	0
16	7	2	4	0	4	11.7959	90	11.8599	0	11.8033	1010	11.8756	0
15	14	3	2	0	4	11.8033	86	11.8673	0	11.8106	984	11.883	0
19	3	1	6	0	2	11.8106	87	11.8746	0	11.8179	984	11.8903	0
17	11	3	11	0	5	11.8179	104	11.8819	0	11.8253	986	11.8976	0
26	6	1	5	0	1	11.8253	91	11.8893	0	11.8326	959	11.905	0
20	9	4	6	0	8	11.8326	71	11.8966	0	11.8399	1015	11.9123	0
17	9	0	5	0	2	11.8399	77	11.9039	0	11.8473	912	11.9196	0
20	7	1	2	0	1	11.8473	87	11.9113	0	11.8546	1086	11.927	0
17	15	1	7	0	2	11.8546	89	11.9186	1	11.8619	984	11.9343	0
18	7	1	2	0	2	11.8619	84	11.9259	0	11.8692	1020	11.9416	0
21	5	2	3	0	3	11.8692	94	11.9332	0	11.8766	964	11.9489	0
22	6	4	10	0	5	11.8766	89	11.9406	1	11.8839	946	11.9563	0
25	9	1	9	0	5	11.8839	78	11.9479	0	11.8912	984	11.9636	0
23	9	1	2	0	4	11.8912	82	11.9552	0	11.8986	971	11.9709	0
17	9	3	4	0	4	11.8986	88	11.9626	0	11.9059	989	11.9783	0
23	6	1	8	0	4	11.9059	76	11.9699	0	11.9132	944	11.9856	0
12	8	1	5	0	3	11.9132	78	11.9772	0	11.9206	978	11.9929	0
20	7	3	7	0	6	11.9206	110	11.9846	0	11.9279	955	12.0003	0
18	6	2	3	0	2	11.9279	96	11.9919	0	11.9352	956	12.0076	0
17	9	1	5	0	2	11.9352	96	12.0008	0	11.9426	952	12.0149	0
19	7	1	8	0	5	11.9426	82	12.0066	0	11.9499	946	12.0223	0
19	7	3	5	0	4	11.9499	82	12.0139	1	11.9572	970	12.0296	0
13	9	1	8	0	3	11.9572	83	12.0212	0	11.9646	935	12.0369	0
14	6	5	5	0	3	11.9646	91	12.0286	0	11.9719	916	12.0443	0
23	9	0	3	0	2	11.9719	78	12.0359	0	11.9792	912	12.0516	0
19	12	2	6	0	4	11.9792	85	12.0432	0	11.9865	932	12.0589	2
19	9	2	7	0	2	11.9865	79	12.0505	0	11.9939	975	12.0662	0
17	12	0	5	0	2	11.9939	76	12.0579	0	12.0012	932	12.0736	0
17	7	1	7	0	4	12.0012	95	12.0652	0	12.0085	934	12.0809	1
22	11	4	8	0	1	12.0085	78	12.0725	0	12.0159	978	12.0882	0
24	12	4	2	0	3	12.0159	100	12.0799	0	12.0232	958	12.0956	0
16	9	4	5	0	4	12.0232	84	12.0872	0	12.0305	917	12.1029	0
23	7	1	5	0	0	12.0305	85	12.0945	0	12.0379	964	12.1102	0
15	11	2	7	0	5	12.0379	80	12.1019	0	12.0452	902	12.1176	0
12	3	0	6	0	4	12.0452	87	12.1092	0	12.0525	901	12.1249	0
10	5	3	6	0	3	12.0525	87	12.1165	0	12.0599	918	12.1322	1
21	10	3	6	0	6	12.0599	79	12.1239	0	12.0672	866	12.1396	0
21	13	0	4	0	4	12.0672	75	12.1312	0	12.0745	908	12.1469	0
22	3	1	11	0	5	12.0745	83	12.1385	0	12.0819	903	12.1542	0
10	11	0	5	0	2	12.0819	66	12.1459	0	12.0892	916	12.1616	0
19	7	3	4	0	8	12.0892	88	12.1532	0	12.0965	873	12.1689	0
16	12	1	1	0	5	12.0965	81	12.1605	0	12.1038	916	12.1762	0
13	8	4	2	0	5	12.1038	65	12.1678	0	12.1112	922	12.1835	0
22	9	2	6	0	4	12.1112	80	12.1752	0	12.1185	959	12.1909	0
22	6	2	6	0	2	12.1185	75	12.1825	0	12.1258	901	12.1982	0
16	12	0	4	0	3	12.1258	85	12.1898	0	12.1332	944	12.2055	0
21	5	1	11	0	4	12.1332	63	12.1972	0	12.1405	918	12.2129	0
21	11	6	6	0	8	12.1405	94	12.2045	0	12.1478	912	12.2202	0
22	9	3	5	0	2	12.1478	93	12.2118	0	12.1552	864	12.2275	0
21	13	1	5	0	4	12.1552	92	12.2192	0	12.1625	885	12.2349	0
20	6	4	8	0	5	12.1625	87	12.2265	0	12.1698	922	12.2422	0
17	10	6	6	0	3	12.1698	84	12.2338	1	12.1772	932	12.2495	0
18	9	2	5	0	3	12.1772	87	12.2412	0	12.1845	858	12.2569	0
12	8	4	7	0	3	12.1845	85	12.2485	0	12.1918	893	12.2642	0
19	8	0	4	0	6	12.1918	86	12.2558	0	12.1992	866	12.2715	0
9	5	4	9	0	2	12.1992	89	12.2632	1	12.2065	933	12.2789	1
22	10	2	9	0	4	12.2065	86	12.2705	0	12.2138	896	12.2862	1
17	6	2	2	0	2	12.2138	77	12.2778	0	12.2211	827	12.2935	0
22	12	1	7	0	5	12.2211	71	12.2851	0	12.2285	892	12.3008	1
23	5	0	6	0	0	12.2285	83	12.2925	0	12.2358	907	12.3082	0
25	7	1	3	0	5	12.2358	71	12.2998	0	12.2431	874	12.3155	0
14	4	2	6	0	1	12.2431	97	12.3071	0	12.2505	880	12.3228	0
23	9	3	4	0	5	12.2505	77	12.3145	0	12.2578	869	12.3302	0
21	4	3	6	0	2	12.2578	61	12.3218	0	12.2651	839	12.3375	0
22	10	3	5	0	6	12.2651	94	12.3291	0	12.2725	864	12.3448	0
20	15	4	7	0	8	12.2725	77	12.3365	0	12.2798	919	12.3522	0
17	6	5	3	0	1	12.2798	72	12.3438	1	12.2871	875	12.3595	0
12	11	3	10	0	4	12.2871	73	12.3511	0	12.2945	853	12.3668	0
17	8	1	6	0	2	12.2945	86	12.3585	0	12.3018	898	12.3742	0
22	6	2	4	0	2	12.3018	76	12.3658	0	12.3091	881	12.3815	0
16	5	5	9	0	4	12.3091	72	12.3731	0	12.3165	898	12.3888	0
21	6	3	7	0	1	12.3165	81	12.3805	0	12.3238	857	12.3962	0
17	6	2	10	0	4	12.3238	80	12.3878	0	12.3311	880	12.4035	0
17	8	3	5	0	5	12.3311	66	12.3951	0	12.3384	911	12.4108	0
21	6	1	3	0	2	12.3384	81	12.4024	0	12.3458	911	12.4181	0
12	6	0	4	0	3	12.3458	95	12.4098	1	12.3531	827	12.4255	1
20	9	0	4	0	1	12.3531	73	12.4171	0	12.3604	816	12.4328	0
20	7	2	7	0	6	12.3604	97	12.4244	0	12.3678	852	12.4401	1
24	7	1	7	0	2	12.3678	92	12.4318	0	12.3751	860	12.4475	0
18	10	1	12	0	3	12.3751	83	12.4391	0	12.3824	800	12.4548	0
24	12	5	4	0	7	12.3824	87	12.4464	0	12.3898	814	12.4621	0
18	12	2	3	0	5	12.3898	68	12.4538	0	12.3971	867	12.4695	1
14	11	1	9	0	2	12.3971	56	12.4611	0	12.4044	873	12.4768	0
12	5	4	5	0	5	12.4044	79	12.4684	0	12.4118	873	12.4841	0
14	11	1	4	0	5	12.4118	68	12.4758	0	12.4191	781	12.4915	0
19	4	7	3	0	6	12.4191	96	12.4831	0	12.4264	852	12.4988	0
19	6	3	8	0	4	12.4264	70	12.4904	0	12.4338	807	12.5061	0
15	9	3	3	0	3	12.4338	71	12.4977	0	12.4411	805	12.5135	0
21	11	3	4	0	2	12.4411	68	12.5051	1	12.4484	836	12.5208	0
16	8	0	11	0	3	12.4484	71	12.5124	0	12.4557	833	12.5281	0
10	7	1	5	0	1	12.4557	73	12.5197	0	12.4631	802	12.5354	0
20	7	6	4	0	4	12.4631	79	12.5271	0	12.4704	829	12.5428	0
19	8	5	4	0	5	12.4704	74	12.5344	1	12.4777	805	12.5501	0
15	3	1	4	0	6	12.4777	71	12.5417	0	12.4851	777	12.5574	0
20	3	1	6	0	6	12.4851	71	12.5491	0	12.4924	824	12.5648	0
17	14	2	5	0	6	12.4924	63	12.5564	0	12.4997	807	12.5721	0
19	6	2	8	0	4	12.4997	72	12.5637	0	12.5071	777	12.5794	0
16	9	2	2	0	4	12.5071	68	12.5711	0	12.5144	826	12.5868	0
16	10	0	3	0	3	12.5144	89	12.5784	0	12.5217	829	12.5941	0
16	7	2	5	0	4	12.5217	80	12.5857	0	12.5291	801	12.6014	0
18	3	2	5	0	7	12.5291	77	12.5931	1	12.5364	865	12.6088	0
17	3	4	6	0	3	12.5364	80	12.6004	0	12.5437	815	12.6161	0
12	6	3	8	0	3	12.5437	84	12.6077	0	12.5511	778	12.6234	0
19	5	3	5	0	10	12.5511	82	12.615	0	12.5584	821	12.6308	0
17	6	2	5	0	4	12.5584	73	12.6224	0	12.5657	811	12.6381	1
18	6	4	7	0	2	12.5657	64	12.6297	0	12.573	881	12.6454	0
19	11	2	3	0	1	12.573	63	12.637	0	12.5804	839	12.6527	0
14	11	3	7	0	5	12.5804	72	12.6444	0	12.5877	800	12.6601	0
22	2	3	7	0	5	12.5877	76	12.6517	0	12.595	783	12.6674	0
21	11	2	4	0	7	12.595	72	12.659	0	12.6024	752	12.6747	0
17	7	0	2	0	6	12.6024	81	12.6664	0	12.6097	832	12.6821	0
12	7	4	3	0	4	12.6097	82	12.6737	0	12.617	803	12.6894	0
21	14	6	8	0	2	12.617	80	12.681	0	12.6244	790	12.6967	0
20	5	0	7	0	5	12.6244	84	12.6884	0	12.6317	775	12.7041	0
14	13	1	8	0	4	12.6317	68	12.6957	0	12.639	766	12.7114	0
26	6	2	3	0	7	12.639	64	12.703	0	12.6464	825	12.7187	0
13	8	3	11	0	3	12.6464	67	12.7104	0	12.6537	813	12.7261	0
20	2	3	5	0	2	12.6537	77	12.7177	0	12.661	792	12.7334	0
29	6	1	5	0	2	12.661	55	12.725	0	12.6684	748	12.7407	0
19	7	5	4	0	2	12.6684	67	12.7323	0	12.6757	788	12.7481	0
28	7	2	3	0	5	12.6757	72	12.7397	0	12.683	762	12.7554	0
14	4	5	5	0	2	12.683	61	12.747	0	12.6903	792	12.7627	0
20	8	3	3	0	1	12.6903	70	12.7543	0	12.6977	807	12.77	0
19	11	1	7	0	4	12.6977	77	12.7617	0	12.705	773	12.7774	0
18	7	2	5	0	1	12.705	61	12.769	0	12.7123	776	12.7847	0
20	11	4	15	0	7	12.7123	60	12.7763	0	12.7197	753	12.792	0
13	9	2	5	0	3	12.7197	65	12.7837	0	12.727	735	12.7994	0
18	9	1	6	0	3	12.727	83	12.791	0	12.7343	776	12.8067	0
21	8	1	7	0	2	12.7343	76	12.7983	0	12.7417	689	12.814	0
19	2	0	7	0	3	12.7417	70	12.8057	0	12.749	788	12.8214	0
25	13	3	7	0	3	12.749	74	12.813	0	12.7563	816	12.8287	0
23	10	4	2	0	1	12.7563	63	12.8203	0	12.7637	778	12.836	0
22	6	4	4	0	5	12.7637	61	12.8277	0	12.771	762	12.8434	1
14	15	5	4	0	3	12.771	75	12.835	0	12.7783	707	12.8507	0
14	12	2	6	0	5	12.7783	58	12.8423	0	12.7857	741	12.858	1
15	8	1	1	0	6	12.7857	64	12.8496	0	12.793	738	12.8654	0
18	14	1	10	0	4	12.793	65	12.857	0	12.8003	770	12.8727	0
17	7	3	3	0	0	12.8003	63	12.8643	0	12.8076	756	12.88	0
18	6	1	10	0	3	12.8076	71	12.8716	0	12.815	723	12.8873	0
20	10	2	11	0	1	12.815	68	12.879	0	12.8223	758	12.8947	1
28	11	2	3	0	4	12.8223	69	12.8863	0	12.8296	739	12.902	0
19	6	3	5	0	3	12.8296	73	12.8936	0	12.837	734	12.9093	0
15	7	6	11	0	5	12.837	74	12.901	0	12.8443	713	12.9167	0
20	9	1	5	0	3	12.8443	84	12.9083	0	12.8516	754	12.924	0
13	12	1	8	0	4	12.8516	90	12.9156	0	12.859	747	12.9313	0
21	6	2	6	0	7	12.859	79	12.923	0	12.8663	757	12.9387	0
20	8	1	11	0	2	12.8663	63	12.9303	0	12.8736	731	12.946	0
22	10	5	6	0	7	12.8736	71	12.9376	0	12.881	762	12.9533	0
18	9	2	3	0	3	12.881	68	12.945	0	12.8883	761	12.9607	1
24	9	1	3	0	2	12.8883	68	12.9523	0	12.8956	710	12.968	0
19	14	1	5	0	5	12.8956	80	12.9596	1	12.9029	735	12.9753	0
