PicoQuant	FluoFit	4.4.0.1				
Saved	:	08/04/2011	16:23:43			
Model:	Exp.	[Reconv.]	(Exponential)			
t[ns]	Intens.	t[ns]	Intens.			
6.4075	4317	6.4799	0			
6.4148	4334	6.4872	1			
6.4222	4377	6.4945	0			
6.4295	4301	6.5019	1			
6.4368	4368	6.5092	0			
6.4441	4339	6.5165	0			
6.4515	4353	6.5238	0			
6.4588	4404	6.5312	0			
6.4661	4457	6.5385	0			
6.4735	4415	6.5458	0			
6.4808	4227	6.5532	0			
6.4881	4244	6.5605	0			
6.4955	4347	6.5678	2			
6.5028	4202	6.5752	0			
6.5101	4287	6.5825	0			
6.5175	4205	6.5898	0			
6.5248	4228	6.5972	0			
6.5321	4269	6.6045	0			
6.5394	4307	6.6118	0			
6.5468	4263	6.6192	1			
6.5541	4223	6.6265	0			
6.5614	4223	6.6338	0			
6.5688	4251	6.6411	0			
6.5761	4335	6.6485	0			
6.5834	4195	6.6558	0			
6.5908	4076	6.6631	0			
6.5981	4251	6.6705	0			
6.6054	4098	6.6778	1			
6.6128	4228	6.6851	0			
6.6201	4211	6.6925	0			
6.6274	4128	6.6998	0			
6.6348	4195	6.7071	0			
6.6421	4215	6.7145	0			
6.6494	4148	6.7218	0			
6.6567	4115	6.7291	1			
6.6641	4112	6.7364	0			
6.6714	4101	6.7438	0			
6.6787	4096	6.7511	0			
6.6861	4145	6.7584	0			
6.6934	4086	6.7658	0			
6.7007	4053	6.7731	0			
6.7081	3978	6.7804	0			
6.7154	3992	6.7878	0			
6.7227	4054	6.7951	0			
6.7301	4022	6.8024	0			
6.7374	4062	6.8098	0			
6.7447	3991	6.8171	0			
6.7521	3932	6.8244	0			
6.7594	3984	6.8318	0			
6.7667	4130	6.8391	0			
6.774	3972	6.8464	1			
6.7814	3988	6.8537	0			
6.7887	3995	6.8611	0			
6.796	3947	6.8684	0			
6.8034	3937	6.8757	0			
6.8107	3933	6.8831	0			
6.818	3988	6.8904	0			
6.8254	3892	6.8977	1			
6.8327	3897	6.9051	0			
6.84	4002	6.9124	0			
6.8474	3911	6.9197	0			
6.8547	4023	6.9271	0			
6.862	3853	6.9344	0			
6.8694	3870	6.9417	0			
6.8767	3927	6.9491	0			
6.884	3867	6.9564	0			
6.8913	3919	6.9637	0			
6.8987	3763	6.971	0			
6.906	3914	6.9784	1			
6.9133	3739	6.9857	0			
6.9207	3765	6.993	0			
6.928	3824	7.0004	0			
6.9353	3835	7.0077	0			
6.9427	3855	7.015	0			
6.95	3834	7.0224	0			
6.9573	3673	7.0297	0			
6.9647	3761	7.037	0			
6.972	3763	7.0444	0			
6.9793	3810	7.0517	0			
6.9867	3795	7.059	0			
6.994	3822	7.0664	0			
7.0013	3883	7.0737	0			
7.0086	3842	7.081	0			
7.016	3766	7.0883	0			
7.0233	3905	7.0957	0			
7.0306	3657	7.103	0			
7.038	3733	7.1103	1			
7.0453	3768	7.1177	0			
7.0526	3690	7.125	0			
7.06	3710	7.1323	0			
7.0673	3695	7.1397	0			
7.0746	3669	7.147	0			
7.082	3626	7.1543	0			
7.0893	3693	7.1617	0			
7.0966	3643	7.169	0			
7.104	3655	7.1763	0			
7.1113	3640	7.1837	1			
7.1186	3684	7.191	1			
7.1259	3669	7.1983	0			
7.1333	3628	7.2056	0			
7.1406	3532	7.213	0			
7.1479	3559	7.2203	0			
7.1553	3603	7.2276	0			
7.1626	3686	7.235	0			
7.1699	3509	7.2423	0			
7.1773	3633	7.2496	0			
7.1846	3724	7.257	0			
7.1919	3479	7.2643	0			
7.1993	3589	7.2716	1			
7.2066	3453	7.279	0			
7.2139	3522	7.2863	0			
7.2213	3526	7.2936	0			
7.2286	3487	7.301	0			
7.2359	3537	7.3083	0			
7.2432	3418	7.3156	1			
7.2506	3455	7.3229	0			
7.2579	3634	7.3303	0			
7.2652	3398	7.3376	1			
7.2726	3466	7.3449	0			
7.2799	3386	7.3523	0			
7.2872	3473	7.3596	0			
7.2946	3455	7.3669	0			
7.3019	3395	7.3743	0			
7.3092	3452	7.3816	0			
7.3166	3411	7.3889	1			
7.3239	3389	7.3963	0			
7.3312	3473	7.4036	0			
7.3386	3410	7.4109	0			
7.3459	3268	7.4183	0			
7.3532	3376	7.4256	0			
7.3605	3325	7.4329	0			
7.3679	3366	7.4402	0			
7.3752	3426	7.4476	0			
7.3825	3276	7.4549	0			
7.3899	3288	7.4622	1			
7.3972	3343	7.4696	0			
7.4045	3261	7.4769	0			
7.4119	3264	7.4842	0			
7.4192	3322	7.4916	0			
7.4265	3332	7.4989	0			
7.4339	3398	7.5062	0			
7.4412	3344	7.5136	0			
7.4485	3388	7.5209	1			
7.4559	3338	7.5282	0			
7.4632	3363	7.5356	0			
7.4705	3257	7.5429	0			
7.4778	3297	7.5502	0			
7.4852	3209	7.5575	0			
7.4925	3350	7.5649	0			
7.4998	3176	7.5722	0			
7.5072	3181	7.5795	0			
7.5145	3299	7.5869	0			
7.5218	3240	7.5942	0			
7.5292	3134	7.6015	0			
7.5365	3225	7.6089	0			
7.5438	3160	7.6162	0			
7.5512	3200	7.6235	0			
7.5585	3178	7.6309	0			
7.5658	3150	7.6382	0			
7.5732	3169	7.6455	0			
7.5805	3179	7.6529	1			
7.5878	3086	7.6602	0			
7.5951	3179	7.6675	1			
7.6025	3257	7.6748	1			
7.6098	3199	7.6822	0			
7.6171	3130	7.6895	0			
7.6245	3237	7.6968	0			
7.6318	3190	7.7042	0			
7.6391	3094	7.7115	0			
7.6465	3101	7.7188	0			
7.6538	3104	7.7262	0			
7.6611	3182	7.7335	0			
7.6685	2991	7.7408	0			
7.6758	3098	7.7482	0			
7.6831	2929	7.7555	1			
7.6905	3072	7.7628	0			
7.6978	2986	7.7702	1			
7.7051	3102	7.7775	0			
7.7124	3000	7.7848	0			
7.7198	3012	7.7921	0			
7.7271	3028	7.7995	0			
7.7344	2986	7.8068	0			
7.7418	3024	7.8141	0			
7.7491	2928	7.8215	0			
7.7564	3016	7.8288	0			
7.7638	3002	7.8361	0			
7.7711	3083	7.8435	0			
7.7784	3036	7.8508	0			
7.7858	3036	7.8581	0			
7.7931	2970	7.8655	0			
7.8004	2937	7.8728	0			
7.8078	2971	7.8801	1			
7.8151	2901	7.8875	0			
7.8224	2983	7.8948	0			
7.8297	2923	7.9021	0			
7.8371	2969	7.9094	0			
7.8444	2933	7.9168	0			
7.8517	2956	7.9241	0			
7.8591	2938	7.9314	0			
7.8664	2914	7.9388	0			
7.8737	2849	7.9461	0			
7.8811	2901	7.9534	0			
7.8884	2843	7.9608	0			
7.8957	3019	7.9681	0			
7.9031	2876	7.9754	1			
7.9104	2936	7.9828	0			
7.9177	2955	7.9901	0			
7.9251	2888	7.9974	0			
7.9324	2811	8.0048	0			
7.9397	2922	8.0121	1			
7.947	2912	8.0194	0			
7.9544	2892	8.0267	0			
7.9617	2917	8.0341	0			
7.969	2839	8.0414	0			
7.9764	2874	8.0487	0			
7.9837	2831	8.0561	0			
7.991	2863	8.0634	0			
7.9984	2855	8.0707	0			
8.0057	2804	8.0781	0			
8.013	2820	8.0854	0			
8.0204	2783	8.0927	0			
8.0277	2868	8.1001	0			
8.035	2806	8.1074	0			
8.0424	2783	8.1147	0			
8.0497	2814	8.1221	0			
8.057	2721	8.1294	1			
8.0643	2704	8.1367	0			
8.0717	2745	8.144	1			
8.079	2884	8.1514	0			
8.0863	2782	8.1587	0			
8.0937	2778	8.166	1			
8.101	2803	8.1734	0			
8.1083	2755	8.1807	0			
8.1157	2665	8.188	0			
8.123	2665	8.1954	0			
8.1303	2671	8.2027	0			
8.1377	2783	8.21	0			
8.145	2763	8.2174	0			
8.1523	2651	8.2247	0			
8.1596	2693	8.232	0			
8.167	2653	8.2394	0			
8.1743	2786	8.2467	0			
8.1816	2702	8.254	0			
8.189	2639	8.2613	0			
8.1963	2692	8.2687	0			
8.2036	2649	8.276	0			
8.211	2680	8.2833	0			
8.2183	2673	8.2907	0			
8.2256	2666	8.298	0			
8.233	2621	8.3053	0			
8.2403	2621	8.3127	0			
8.2476	2599	8.32	0			
8.255	2650	8.3273	0			
8.2623	2612	8.3347	0			
8.2696	2580	8.342	0			
8.2769	2594	8.3493	0			
8.2843	2650	8.3566	0			
8.2916	2601	8.364	0			
8.2989	2631	8.3713	0			
8.3063	2576	8.3786	0			
8.3136	2572	8.386	0			
8.3209	2594	8.3933	0			
8.3283	2591	8.4006	0			
8.3356	2596	8.408	0			
8.3429	2513	8.4153	0			
8.3503	2515	8.4226	0			
8.3576	2536	8.43	0			
8.3649	2577	8.4373	0			
8.3723	2623	8.4446	1			
8.3796	2516	8.452	0			
8.3869	2554	8.4593	0			
8.3942	2502	8.4666	0			
8.4016	2638	8.4739	0			
8.4089	2555	8.4813	1			
8.4162	2482	8.4886	0			
8.4236	2476	8.4959	0			
8.4309	2550	8.5033	0			
8.4382	2438	8.5106	0			
8.4456	2566	8.5179	1			
8.4529	2534	8.5253	0			
8.4602	2455	8.5326	0			
8.4676	2445	8.5399	0			
8.4749	2439	8.5473	0			
8.4822	2407	8.5546	0			
8.4896	2507	8.5619	0			
8.4969	2462	8.5693	0			
8.5042	2484	8.5766	0			
8.5115	2533	8.5839	0			
8.5189	2510	8.5912	0			
8.5262	2396	8.5986	0			
8.5335	2485	8.6059	0			
8.5409	2462	8.6132	0			
8.5482	2366	8.6206	0			
8.5555	2403	8.6279	0			
8.5629	2383	8.6352	1			
8.5702	2292	8.6426	0			
8.5775	2367	8.6499	0			
8.5849	2464	8.6572	0			
8.5922	2340	8.6646	0			
8.5995	2427	8.6719	0			
8.6069	2430	8.6792	0			
8.6142	2398	8.6866	0			
8.6215	2370	8.6939	0			
8.6288	2407	8.7012	0			
8.6362	2393	8.7085	0			
8.6435	2323	8.7159	0			
8.6508	2340	8.7232	0			
8.6582	2331	8.7305	1			
8.6655	2307	8.7379	0			
8.6728	2363	8.7452	0			
8.6802	2357	8.7525	0			
8.6875	2345	8.7599	0			
8.6948	2312	8.7672	0			
8.7022	2308	8.7745	0			
8.7095	2369	8.7819	0			
8.7168	2302	8.7892	0			
8.7242	2315	8.7965	0			
8.7315	2244	8.8039	0			
8.7388	2346	8.8112	0			
8.7461	2291	8.8185	0			
8.7535	2311	8.8258	0			
8.7608	2315	8.8332	0			
8.7681	2255	8.8405	0			
8.7755	2316	8.8478	0			
8.7828	2237	8.8552	0			
8.7901	2237	8.8625	0			
8.7975	2209	8.8698	1			
8.8048	2240	8.8772	0			
8.8121	2142	8.8845	1			
8.8195	2162	8.8918	0			
8.8268	2268	8.8992	0			
8.8341	2198	8.9065	0			
8.8415	2246	8.9138	0			
8.8488	2240	8.9212	0			
8.8561	2187	8.9285	0			
8.8634	2178	8.9358	0			
8.8708	2144	8.9431	0			
8.8781	2213	8.9505	0			
8.8854	2191	8.9578	0			
8.8928	2148	8.9651	0			
8.9001	2172	8.9725	0			
8.9074	2191	8.9798	0			
8.9148	2167	8.9871	0			
8.9221	2129	8.9945	0			
8.9294	2164	9.0018	0			
8.9368	2180	9.0091	0			
8.9441	2219	9.0165	0			
8.9514	2158	9.0238	1			
8.9588	2166	9.0311	0			
8.9661	2176	9.0385	0			
8.9734	2243	9.0458	0			
8.9807	2213	9.0531	0			
8.9881	2109	9.0604	0			
8.9954	2050	9.0678	0			
9.0027	2156	9.0751	0			
9.0101	2130	9.0824	0			
9.0174	2108	9.0898	0			
9.0247	2108	9.0971	0			
9.0321	2132	9.1044	0			
9.0394	2136	9.1118	0			
9.0467	2113	9.1191	0			
9.0541	2124	9.1264	0			
9.0614	2010	9.1338	0			
9.0687	2130	9.1411	0			
9.0761	2032	9.1484	0			
9.0834	2139	9.1558	0			
9.0907	2149	9.1631	0			
9.098	2032	9.1704	0			
9.1054	2020	9.1777	0			
9.1127	2068	9.1851	0			
9.12	2065	9.1924	0			
9.1274	2029	9.1997	0			
9.1347	2037	9.2071	0			
9.142	2116	9.2144	0			
9.1494	2012	9.2217	0			
9.1567	2059	9.2291	0			
9.164	2029	9.2364	0			
9.1714	2025	9.2437	0			
9.1787	2028	9.2511	0			
9.186	2037	9.2584	0			
9.1934	2056	9.2657	0			
9.2007	2116	9.2731	1			
9.208	1996	9.2804	0			
9.2153	2028	9.2877	0			
9.2227	2015	9.295	0			
9.23	2043	9.3024	0			
9.2373	1963	9.3097	0			
9.2447	1986	9.317	0			
9.252	1932	9.3244	0			
9.2593	1983	9.3317	0			
9.2667	1984	9.339	0			
9.274	2017	9.3464	0			
9.2813	1980	9.3537	0			
9.2887	1965	9.361	0			
9.296	1992	9.3684	0			
9.3033	1920	9.3757	0			
9.3107	1885	9.383	0			
9.318	1942	9.3904	0			
9.3253	1937	9.3977	0			
9.3326	1960	9.405	0			
9.34	2010	9.4123	0			
9.3473	1963	9.4197	0			
9.3546	1874	9.427	0			
9.362	1969	9.4343	0			
9.3693	2043	9.4417	1			
9.3766	1930	9.449	0			
9.384	1844	9.4563	0			
9.3913	1876	9.4637	0			
9.3986	1886	9.471	0			
9.406	1943	9.4783	0			
9.4133	1925	9.4857	0			
9.4206	1840	9.493	1			
9.428	1949	9.5003	0			
9.4353	1937	9.5077	0			
9.4426	1917	9.515	0			
9.4499	1843	9.5223	0			
9.4573	1935	9.5296	0			
9.4646	1831	9.537	1			
9.4719	1828	9.5443	0			
9.4793	1953	9.5516	0			
9.4866	1851	9.559	0			
9.4939	1834	9.5663	0			
9.5013	1800	9.5736	1			
9.5086	1826	9.581	1			
9.5159	1860	9.5883	0			
9.5233	1897	9.5956	0			
9.5306	1925	9.603	0			
9.5379	1890	9.6103	0			
9.5453	1887	9.6176	0			
9.5526	1844	9.625	0			
9.5599	1798	9.6323	0			
9.5672	1869	9.6396	0			
9.5746	1796	9.6469	0			
9.5819	1843	9.6543	0			
9.5892	1913	9.6616	1			
9.5966	1868	9.6689	0			
9.6039	1846	9.6763	0			
9.6112	1775	9.6836	0			
9.6186	1756	9.6909	0			
9.6259	1811	9.6983	0			
9.6332	1821	9.7056	0			
9.6406	1766	9.7129	0			
9.6479	1757	9.7203	0			
9.6552	1726	9.7276	1			
9.6626	1788	9.7349	0			
9.6699	1786	9.7423	0			
9.6772	1748	9.7496	0			
9.6845	1743	9.7569	1			
9.6919	1780	9.7642	0			
9.6992	1846	9.7716	0			
9.7065	1805	9.7789	0			
9.7139	1831	9.7862	0			
9.7212	1787	9.7936	0			
9.7285	1719	9.8009	1			
9.7359	1687	9.8082	0			
9.7432	1673	9.8156	0			
9.7505	1790	9.8229	2			
9.7579	1732	9.8302	0			
9.7652	1781	9.8376	1			
9.7725	1770	9.8449	0			
9.7798	1741	9.8522	1			
9.7872	1652	9.8596	0			
9.7945	1674	9.8669	0			
9.8018	1731	9.8742	0			
9.8092	1770	9.8815	0			
9.8165	1741	9.8889	0			
9.8238	1712	9.8962	0			
9.8312	1684	9.9035	0			
9.8385	1686	9.9109	0			
9.8458	1701	9.9182	0			
9.8532	1613	9.9255	0			
9.8605	1718	9.9329	0			
9.8678	1606	9.9402	0			
9.8752	1621	9.9475	0			
9.8825	1643	9.9549	0			
9.8898	1666	9.9622	0			
9.8971	1673	9.9695	0			
9.9045	1617	9.9768	0			
9.9118	1695	9.9842	1			
9.9191	1681	10.0085	1			
9.9265	1649	10.0012	1			
9.9338	1626	10.0062	0			
9.9411	1704	10.0135	0			
9.9485	1586	10.0208	0			
9.9558	1690	10.0282	0			
9.9631	1701	10.0355	0			
9.9705	1641	10.0428	1			
9.9778	1600	10.0502	0			
9.9851	1642	10.0575	0			
10.0075	1631	10.0648	0			
10.0002	1598	10.0722	0			
10.0071	1658	10.0795	0			
10.0144	1626	10.0868	0			
10.0218	1547	10.0941	0			
10.0291	1588	10.1015	1			
10.0364	1632	10.1088	0			
10.0438	1643	10.1161	0			
10.0511	1586	10.1235	0			
10.0584	1601	10.1308	1			
10.0658	1539	10.1381	0			
10.0731	1579	10.1455	0			
10.0804	1555	10.1528	0			
10.0878	1584	10.1601	0			
10.0951	1576	10.1675	0			
10.1024	1558	10.1748	0			
10.1098	1633	10.1821	1			
10.1171	1569	10.1895	0			
10.1244	1499	10.1968	0			
10.1317	1487	10.2041	0			
10.1391	1584	10.2114	1			
10.1464	1581	10.2188	0			
10.1537	1608	10.2261	0			
10.1611	1581	10.2334	1			
10.1684	1535	10.2408	0			
10.1757	1539	10.2481	0			
10.1831	1541	10.2554	0			
10.1904	1557	10.2628	1			
10.1977	1589	10.2701	0			
10.2051	1625	10.2774	1			
10.2124	1551	10.2848	0			
10.2197	1560	10.2921	0			
10.2271	1601	10.2994	0			
10.2344	1488	10.3068	0			
10.2417	1500	10.3141	0			
10.249	1555	10.3214	0			
10.2564	1544	10.3287	0			
10.2637	1507	10.3361	0			
10.271	1577	10.3434	0			
10.2784	1512	10.3507	1			
10.2857	1460	10.3581	0			
10.293	1460	10.3654	1			
10.3004	1543	10.3727	0			
10.3077	1479	10.3801	0			
10.315	1455	10.3874	0			
10.3224	1470	10.3947	1			
10.3297	1482	10.4021	0			
10.337	1464	10.4094	0			
10.3444	1504	10.4167	1			
10.3517	1470	10.4241	0			
10.359	1475	10.4314	0			
10.3663	1361	10.4387	0			
10.3737	1488	10.446	0			
10.381	1478	10.4534	0			
10.3883	1442	10.4607	0			
10.3957	1449	10.468	0			
10.403	1560	10.4754	0			
10.4103	1443	10.4827	0			
10.4177	1490	10.49	1			
10.425	1426	10.4974	0			
10.4323	1363	10.5047	0			
10.4397	1487	10.512	0			
10.447	1497	10.5194	0			
10.4543	1441	10.5267	0			
10.4617	1446	10.534	0			
10.469	1515	10.5414	0			
10.4763	1420	10.5487	0			
10.4836	1432	10.556	0			
10.491	1482	10.5633	0			
10.4983	1456	10.5707	0			
10.5056	1418	10.578	0			
10.513	1529	10.5853	0			
10.5203	1429	10.5927	0			
10.5276	1370	10.6	0			
10.535	1429	10.6073	0			
10.5423	1356	10.6147	0			
10.5496	1436	10.622	0			
10.557	1410	10.6293	0			
10.5643	1401	10.6367	0			
10.5716	1451	10.644	0			
10.579	1426	10.6513	0			
10.5863	1374	10.6587	0			
10.5936	1381	10.666	0			
10.6009	1397	10.6733	2			
10.6083	1375	10.6806	0			
10.6156	1425	10.688	0			
10.6229	1295	10.6953	0			
10.6303	1375	10.7026	2			
10.6376	1358	10.71	0			
10.6449	1348	10.7173	0			
10.6523	1456	10.7246	0			
10.6596	1364	10.732	1			
10.6669	1400	10.7393	0			
10.6743	1406	10.7466	0			
10.6816	1377	10.754	0			
10.6889	1435	10.7613	0			
10.6963	1353	10.7686	0			
10.7036	1375	10.776	0			
10.7109	1422	10.7833	0			
10.7182	1330	10.7906	0			
10.7256	1366	10.7979	0			
10.7329	1430	10.8053	0			
10.7402	1385	10.8126	1			
10.7476	1385	10.8199	0			
10.7549	1314	10.8273	0			
10.7622	1342	10.8346	0			
10.7696	1319	10.8419	0			
10.7769	1307	10.8493	0			
10.7842	1365	10.8566	0			
10.7916	1299	10.8639	0			
10.7989	1294	10.8713	0			
10.8062	1333	10.8786	0			
10.8136	1330	10.8859	0			
10.8209	1320	10.8933	1			
10.8282	1334	10.9006	0			
10.8355	1234	10.9079	0			
10.8429	1329	10.9152	0			
10.8502	1287	10.9226	0			
10.8575	1265	10.9299	0			
10.8649	1297	10.9372	0			
10.8722	1265	10.9446	0			
10.8795	1316	10.9519	0			
10.8869	1282	10.9592	0			
10.8942	1311	10.9666	0			
10.9015	1312	10.9739	0			
10.9089	1220	10.9812	0			
10.9162	1236	10.9886	0			
10.9235	1350	10.9959	0			
10.9309	1254	11.0032	0			
10.9382	1262	11.0106	0			
10.9455	1213	11.0179	0			
10.9528	1222	11.0252	0			
10.9602	1296	11.0325	0			
10.9675	1320	11.0399	0			
10.9748	1250	11.0472	0			
10.9822	1237	11.0545	0			
10.9895	1284	11.0619	0			
10.9968	1262	11.0692	0			
11.0042	1273	11.0765	0			
11.0115	1297	11.0839	0			
11.0188	1229	11.0912	0			
11.0262	1266	11.0985	0			
11.0335	1232	11.1059	0			
11.0408	1256	11.1132	0			
11.0482	1271	11.1205	0			
11.0555	1199	11.1279	0			
11.0628	1252	11.1352	0			
11.0701	1233	11.1425	0			
11.0775	1256	11.1498	0			
11.0848	1176	11.1572	0			
11.0921	1208	11.1645	0			
11.0995	1276	11.1718	0			
11.1068	1294	11.1792	0			
11.1141	1174	11.1865	1			
11.1215	1163	11.1938	0			
11.1288	1156	11.2012	0			
11.1361	1211	11.2085	0			
11.1435	1215	11.2158	0			
11.1508	1187	11.2232	0			
11.1581	1161	11.2305	0			
11.1655	1245	11.2378	0			
11.1728	1241	11.2452	0			
11.1801	1233	11.2525	1			
11.1874	1154	11.2598	0			
11.1948	1163	11.2671	0			
11.2021	1116	11.2745	0			
11.2094	1162	11.2818	0			
11.2168	1187	11.2891	0			
11.2241	1181	11.2965	1			
11.2314	1206	11.3038	0			
11.2388	1139	11.3111	0			
11.2461	1142	11.3185	0			
11.2534	1178	11.3258	0			
11.2608	1218	11.3331	0			
11.2681	1156	11.3405	0			
11.2754	1159	11.3478	0			
11.2827	1145	11.3551	0			
11.2901	1095	11.3625	0			
11.2974	1137	11.3698	0			
11.3047	1111	11.3771	0			
11.3121	1124	11.3844	0			
11.3194	1105	11.3918	0			
11.3267	1150	11.3991	0			
11.3341	1054	11.4064	0			
11.3414	1151	11.4138	0			
11.3487	1171	11.4211	0			
11.3561	1078	11.4284	0			
11.3634	1066	11.4358	0			
11.3707	1099	11.4431	0			
11.3781	1192	11.4504	0			
11.3854	1123	11.4578	0			
11.3927	1094	11.4651	1			
11.4	1129	11.4724	0			
11.4074	1132	11.4798	0			
11.4147	1100	11.4871	0			
11.422	1092	11.4944	0			
11.4294	1127	11.5017	0			
11.4367	1090	11.5091	0			
11.444	1123	11.5164	0			
11.4514	1071	11.5237	0			
11.4587	1037	11.5311	0			
11.466	1120	11.5384	0			
11.4734	1080	11.5457	0			
11.4807	1084	11.5531	0			
11.488	1101	11.5604	0			
11.4954	1085	11.5677	0			
11.5027	1082	11.5751	0			
11.51	1057	11.5824	0			
11.5173	1079	11.5897	0			
11.5247	1089	11.597	0			
11.532	1097	11.6044	0			
11.5393	1076	11.6117	0			
11.5467	1059	11.619	0			
11.554	1084	11.6264	0			
11.5613	1131	11.6337	0			
11.5687	1100	11.641	0			
11.576	1003	11.6484	0			
11.5833	1089	11.6557	0			
11.5907	1030	11.663	0			
11.598	1089	11.6704	0			
11.6053	1046	11.6777	0			
11.6127	1031	11.685	0			
11.62	1022	11.6924	0			
11.6273	1096	11.6997	0			
11.6346	1078	11.707	0			
11.642	1104	11.7143	0			
11.6493	1067	11.7217	0			
11.6566	980	11.729	0			
11.664	1033	11.7363	0			
11.6713	1056	11.7437	0			
11.6786	967	11.751	0			
11.686	1039	11.7583	0			
11.6933	1005	11.7657	0			
11.7006	1029	11.773	0			
11.708	1042	11.7803	0			
11.7153	1071	11.7877	1			
11.7226	998	11.795	0			
11.73	1013	11.8023	0			
11.7373	1054	11.8097	0			
11.7446	1013	11.817	0			
11.7519	1028	11.8243	0			
11.7593	994	11.8316	0			
11.7666	1002	11.839	0			
11.7739	1070	11.8463	0			
11.7813	958	11.8536	0			
11.7886	1012	11.861	0			
11.7959	1013	11.8683	0			
11.8033	1010	11.8756	0			
11.8106	984	11.883	0			
11.8179	984	11.8903	0			
11.8253	986	11.8976	0			
11.8326	959	11.905	0			
11.8399	1015	11.9123	0			
11.8473	912	11.9196	0			
11.8546	1086	11.927	0			
11.8619	984	11.9343	0			
11.8692	1020	11.9416	0			
11.8766	964	11.9489	0			
11.8839	946	11.9563	0			
11.8912	984	11.9636	0			
11.8986	971	11.9709	0			
11.9059	989	11.9783	0			
11.9132	944	11.9856	0			
11.9206	978	11.9929	0			
11.9279	955	12.0003	0			
11.9352	956	12.0076	0			
11.9426	952	12.0149	0			
11.9499	946	12.0223	0			
11.9572	970	12.0296	0			
11.9646	935	12.0369	0			
11.9719	916	12.0443	0			
11.9792	912	12.0516	0			
11.9865	932	12.0589	2			
11.9939	975	12.0662	0			
12.0012	932	12.0736	0			
12.0085	934	12.0809	1			
12.0159	978	12.0882	0			
12.0232	958	12.0956	0			
12.0305	917	12.1029	0			
12.0379	964	12.1102	0			
12.0452	902	12.1176	0			
12.0525	901	12.1249	0			
12.0599	918	12.1322	1			
12.0672	866	12.1396	0			
12.0745	908	12.1469	0			
12.0819	903	12.1542	0			
12.0892	916	12.1616	0			
12.0965	873	12.1689	0			
12.1038	916	12.1762	0			
12.1112	922	12.1835	0			
12.1185	959	12.1909	0			
12.1258	901	12.1982	0			
12.1332	944	12.2055	0			
12.1405	918	12.2129	0			
12.1478	912	12.2202	0			
12.1552	864	12.2275	0			
12.1625	885	12.2349	0			
12.1698	922	12.2422	0			
12.1772	932	12.2495	0			
12.1845	858	12.2569	0			
12.1918	893	12.2642	0			
12.1992	866	12.2715	0			
12.2065	933	12.2789	1			
12.2138	896	12.2862	1			
12.2211	827	12.2935	0			
12.2285	892	12.3008	1			
12.2358	907	12.3082	0			
12.2431	874	12.3155	0			
12.2505	880	12.3228	0			
12.2578	869	12.3302	0			
12.2651	839	12.3375	0			
12.2725	864	12.3448	0			
12.2798	919	12.3522	0			
12.2871	875	12.3595	0			
12.2945	853	12.3668	0			
12.3018	898	12.3742	0			
12.3091	881	12.3815	0			
12.3165	898	12.3888	0			
12.3238	857	12.3962	0			
12.3311	880	12.4035	0			
12.3384	911	12.4108	0			
12.3458	911	12.4181	0			
12.3531	827	12.4255	1			
12.3604	816	12.4328	0			
12.3678	852	12.4401	1			
12.3751	860	12.4475	0			
12.3824	800	12.4548	0			
12.3898	814	12.4621	0			
12.3971	867	12.4695	1			
12.4044	873	12.4768	0			
12.4118	873	12.4841	0			
12.4191	781	12.4915	0			
12.4264	852	12.4988	0			
12.4338	807	12.5061	0			
12.4411	805	12.5135	0			
12.4484	836	12.5208	0			
12.4557	833	12.5281	0			
12.4631	802	12.5354	0			
12.4704	829	12.5428	0			
12.4777	805	12.5501	0			
12.4851	777	12.5574	0			
12.4924	824	12.5648	0			
12.4997	807	12.5721	0			
12.5071	777	12.5794	0			
12.5144	826	12.5868	0			
12.5217	829	12.5941	0			
12.5291	801	12.6014	0			
12.5364	865	12.6088	0			
12.5437	815	12.6161	0			
12.5511	778	12.6234	0			
12.5584	821	12.6308	0			
12.5657	811	12.6381	1			
12.573	881	12.6454	0			
12.5804	839	12.6527	0			
12.5877	800	12.6601	0			
12.595	783	12.6674	0			
12.6024	752	12.6747	0			
12.6097	832	12.6821	0			
12.617	803	12.6894	0			
12.6244	790	12.6967	0			
12.6317	775	12.7041	0			
12.639	766	12.7114	0			
12.6464	825	12.7187	0			
12.6537	813	12.7261	0			
12.661	792	12.7334	0			
12.6684	748	12.7407	0			
12.6757	788	12.7481	0			
12.683	762	12.7554	0			
12.6903	792	12.7627	0			
12.6977	807	12.77	0			
12.705	773	12.7774	0			
12.7123	776	12.7847	0			
12.7197	753	12.792	0			
12.727	735	12.7994	0			
12.7343	776	12.8067	0			
12.7417	689	12.814	0			
12.749	788	12.8214	0			
12.7563	816	12.8287	0			
12.7637	778	12.836	0			
12.771	762	12.8434	1			
12.7783	707	12.8507	0			
12.7857	741	12.858	1			
12.793	738	12.8654	0			
12.8003	770	12.8727	0			
12.8076	756	12.88	0			
12.815	723	12.8873	0			
12.8223	758	12.8947	1			
12.8296	739	12.902	0			
12.837	734	12.9093	0			
12.8443	713	12.9167	0			
12.8516	754	12.924	0			
12.859	747	12.9313	0			
12.8663	757	12.9387	0			
12.8736	731	12.946	0			
12.881	762	12.9533	0			
12.8883	761	12.9607	1			
12.8956	710	12.968	0			
12.9029	735	12.9753	0			
12.9103	720	12.9827	1			
12.9176	708	12.99	0			
12.9249	726	12.9973	0			
